cumulative_secs,proton_density,speed,ion_temp,bz,bt,phi_angle,kp_index
91200.0,1.9,489.82,182200.0,3.2600000000000002,9.12,355.58000000000004,3.0
91500.0,1.8399999999999999,486.98,170200.0,3.56,9.32,214.8,3.0
91800.0,1.6,488.06000000000006,181600.0,3.3,9.58,355.64,3.0
92100.0,1.48,533.04,331800.0,6.5200000000000005,15.26,347.6,3.0
92400.0,1.64,565.4,310800.0,5.0600000000000005,17.5,327.88,3.0
92700.0,1.3800000000000001,567.78,343400.0,3.02,17.78,326.68,3.0
93000.0,1.48,570.4584615384616,389600.0,0.675,17.10333333333333,320.8933333333333,3.0
93300.0,1.4,575.7692307692307,369000.0,-1.2000000000000002,17.166666666666668,323.26666666666665,3.0
93600.0,1.4,586.7307692307693,399000.0,-3.825,17.25,327.1,3.0
93900.0,1.8800000000000001,587.6615384615385,369800.0,-3.3200000000000003,18.16,322.15999999999997,3.0
94200.0,1.3599999999999999,566.28,350600.0,-0.22000000000000003,18.240000000000002,325.91999999999996,3.0
94500.0,0.9199999999999999,541.88,366600.0,2.38,17.979999999999997,335.02,3.0
94800.0,1.2,555.24,281200.0,4.84,17.979999999999997,335.78000000000003,3.0
95100.0,1.2399999999999998,567.3199999999999,246800.0,2.06,17.919999999999998,332.68,3.0
95400.0,1.1199999999999999,553.92,273200.0,3.6799999999999997,18.1,336.52,3.0
95700.0,1.1800000000000002,575.12,220600.0,4.540000000000001,18.3,332.84000000000003,3.0
96000.0,1.1800000000000002,613.42,103480.0,6.34,19.32,326.54,3.0
96300.0,1.2,619.1,109200.0,6.840000000000001,19.740000000000002,322.96,3.0
96600.0,1.2,615.5,139860.0,6.42,19.380000000000003,323.94,3.0
96900.0,1.54,620.32,129800.0,6.56,19.4,321.74,3.0
97200.0,1.0,619.86,129020.0,7.42,19.740000000000002,323.02,3.0
97500.0,0.8400000000000001,612.8,150400.0,7.88,19.88,325.82,5.0
97800.0,0.82,612.64,146200.0,8.5,19.98,326.34000000000003,5.0
98100.0,0.8400000000000001,600.88,205800.0,9.68,19.66,331.26,5.0
