,cumulative_secs,proton_density,speed,ion_temp,bz,bt,phi_angle,kp_index
450,135000,2.94,276.1,80180,0.74,10.96,173.6,3
451,135300,3.18,281.54,93200,-1.22,10.4,185.08,7
452,135600,4.28,276.36,71500,-0.38,9.98,92.04,4
453,135900,4.68,282.72,110500,0.3,10.48,69.52,2
454,136200,4.08,280.8,110980,-4.2,10.84,149.2,2
455,136500,4.66,273.84,102380,-3.78,10.76,138.5,1
456,136800,6.44,277.56,88780,-4.94,10.7,132.14,1
457,137100,6.32,285.2,109860,-4.18,10.62,133.46,4
458,137400,8.72,283.3,93080,-4.28,10.64,145.92,5
459,137700,9.52,278.56,89520,-4.18,10.1,148.22,9
460,138000,8.52,277.2,119500,-5.06,8.98,109.82,7
461,138300,8.17,269.02,53960,-5.46,9.7,147.88,9
462,138600,10.54,280.9,83240,-4.88,8.74,95.38,9
463,138900,15.82,281.6,83340,-3.52,8.5,103.14,8
464,139200,14.88,282.38,84100,-4.92,7.96,114.5,8
465,139500,13.96,278.74,91900,-5.54,8.32,58.08,1
466,139800,18.04,280.82,88140,-2.82,9.3,76.8,5
467,140100,17.23,280.24,88640,-4.26,9.2,71.26,5
468,140400,16.38,279.66,81960,-1.44,9.1,79.42,4
469,140700,19.54,284.32,87900,-1.54,9.14,88.74,4
470,141000,17.26,278.2,71420,-1.5,9.14,67.14,2
471,141300,21.22,281.18,92080,1.8,9.12,59.38,2
472,141600,14.78,276.54,81040,2.52,9.26,62.38,2
473,141900,14.54,281.32,89280,-0.82,8.02,41.28,1
474,142200,19.98,280.77,90630,-2.86,8.74,154.94,1
475,142500,19.96,277.56,78520,0.54,9.36,343.26,3
476,142800,23.14,284.2,93740,-4.3,8.96,346.34,4
477,143100,17.68,271.18,69500,-4.02,9.26,324.2,5
478,143400,21.73,284.78,86870,-0.68,9.34,278.54,5
479,143700,18.05,269.88,63390,-0.94,9.26,338.36,7
480,144000,26.152,281.776,85060,-4.1,8.92,336.86,5
481,144300,22.988,279.084,80280,-1.5,9,213.32,5
482,144600,26.9,283.46,97640,-3.78,8.86,283.5,7
483,144900,26.42,282.38,87500,-3.34,8.84,30.24,5
484,145200,28.1,281.76,88320,-5.16,8.78,56.64,1
485,145500,26.34,282.76,89300,-5.86,8.74,40.24,9
486,145800,21.14,272.92,59860,-4.98,8.5,76.86,5
487,146100,29.56,281.6,82720,0.74,8.42,33.8,5
488,146400,29.14,281.44,85500,1.44,9.14,29.04,5
489,146700,26.54,277.12,73360,1.12,9.22,15.36,8
490,147000,28.08,279.58,88880,1.48,9.4,349.7,1
491,147300,30.86,280.68,83460,1.5,9.56,342.28,4
492,147600,31.54,280.36,95280,2.12,9.46,344.66,7
493,147900,22,274,68120,2.26,9.44,344.1,5
494,148200,18.48,266.44,49120,-0.4,9.2,346.72,9
495,148500,31.44,281.38,82620,0.28,9.18,217.08,4
496,148800,32.14,280.34,94320,0.96,9.16,78.98,4
497,149100,29.02,285.78,98680,0.64,9.08,80.02,1
498,149400,21.64,273.28,71520,1.02,9.12,209.34,1
499,149700,31.68,281.9,87480,-3.28,9.06,35.06,3
500,150000,32.56,281.24,83260,-2.8,9.22,41.54,4
501,150300,32.84,281.66,83480,-1.94,9.4,35.02,3
502,150600,29.94,283.28,96120,-1.52,9.2,21,2
503,150900,30.04,283.12,86200,-1.52,9.08,39.14,1
504,151200,28.92,282.3,88840,-1.22,9.08,33.84,3
505,151500,32.06,282.04,86280,-1.52,9.28,38.36,5
506,151800,32.34,281.64,87620,-2.74,9.4,55.4,4
507,152100,31.66,281.36,86160,-3.38,9.6,69.56,7
508,152400,33.24,281.98,90160,1.5,9.24,19.06,5
509,152700,29.06,277.38,75660,1.36,9.24,144.94,4
510,153000,29.62,285.52,95320,-3.1,8,58.36,1
511,153300,27.74,283.2,95560,2.26,8.86,327.96,1
512,153600,25.84,276.32,74280,-2.34,8.72,168.88,3
513,153900,26.16,278.4533333,77953.33333,1.14,9.86,352.2,4
514,154200,27.52,283.7266667,92306.66667,0.92,9.86,350.9,5
515,154500,28.18,276.86,81360,0.58,9.94,279.24,5
516,154800,28.58,278.52,99100,-1.76,9.34,20.24,8
517,155100,32.36,281.92,81860,-2.5,9.12,36.6,2
518,155400,34.16,281.82,80220,-1.14,9.68,19.14,1
519,155700,34.36,281.64,90880,-0.02,9.6,9.9,1
520,156000,35.37,281.76,90000,0.38,9.62,20.38,1
521,156300,36.04,282.21,85630,-0.54,9.6,23.96,5
522,156600,34.9,281.6,89560,0.76,9.74,14.54,5
523,156900,32.32,277.48,76920,2.86,9.82,9.84,4
524,157200,31.92,285.82,98280,4.62,9.92,76.2,4
525,157500,32.16,276.84,84540,3.84,10.3,9.7,5
526,157800,35.46,281.34,82240,2.96,10.14,148.54,5
527,158100,27.78,272.86,66260,-0.3,10.08,4.14,2
528,158400,30.3,276.78,85300,-2.38,10.02,282.18,1
529,158700,32.1,277.5,74680,-1.44,10.26,13.24,1
530,159000,27.96,272.38,66160,-2.48,9.98,9.44,4
531,159300,38.38,281.52,91760,-0.1,9.9,23.08,4
532,159600,32.16,279.02,79820,-0.84,9.82,29,9
533,159900,39.75,280.75,92640,-0.68,9.74,28.56,8
534,160200,36.82,284.54,91020,-1.8,9.62,36.72,8
535,160500,37.82,281.54,96300,0.6,9.8,90.54,5
536,160800,36.84,280.7,90940,0.84,9.92,5.48,1
537,161100,35.34,283.88,86740,1.04,9.82,14.56,1
538,161400,38.52,281.28,83360,2.36,9.76,19.38,1
539,161700,38.86,281.16,88640,6.48,9.7,21.48,1
540,162000,37.92,282.02,83130,8.56,9.6,124.54,1
541,162300,31.32,276.82,85160,0.1,8.4,87.44,1
542,162600,38.52,284.54,91080,-1.4,10.38,21.52,1
543,162900,40.53,282.33,87020,1.44,10.42,20.3,1
544,163200,39.26,281.36,80570,3.02,10.32,149.36,1
545,163500,38.16,283.14,88220,2.2,9.76,25.08,1
546,163800,23.56,270.76,60580,-1.52,9.66,48.1,1
547,164100,33.76,279.14,115340,-1,9.76,49.52,1
548,164400,34.46,278.66,94940,1.62,10.68,40.66,9
549,164700,29.64,272.26,66340,0.72,10.78,40.92,7
550,165000,30.5,273.32,65060,-1.2,10.26,41.2,5
551,165300,31.7,284.96,93790,-2.38,9.72,156.16,5
552,165600,40.42,281.88,84260,-2.94,9.02,87.36,8
553,165900,41.28,281.91,85850,0.22,9.92,147.08,5
554,166200,40.4,282.04,91580,2.3,10.06,152.22,5
555,166500,41.82,280.94,86740,-0.8,9.92,17.3,3
556,166800,41.95,282.14,100150,-0.78,9.66,18.3,2
557,167100,34.72,279.16,80240,-0.34,9.54,25.76,1
558,167400,38.01,277.12,73800,-1.58,9.68,214.8,1
559,167700,44.24,282.24,95040,-1.14,9.54,216.12,1
560,168000,35.49,275.04,70790,-2.62,9.36,37.92,1
561,168300,40.14,286.32,105000,0.94,9.24,149.1,3
562,168600,41.5,280.34,83980,-3.72,9.32,41,5
563,168900,43.22,283.52,92020,-3.02,8.64,98.66,4
564,169200,48.74,281.12,84780,-3.4,8.6,63.54,4
565,169500,51.06,281.74,89560,1.96,9.26,282.86,7
566,169800,53.08,281.88,86280,3.44,9.32,73.58,2
567,170100,52.65,281.7,83820,2.62,9.36,140.4,1
568,170400,46.9,277.02,71120,-0.14,9.44,23.62,1
569,170700,53.64,282.06,92320,-8.12,9.36,62.78,1
570,171000,52.88,284.04,89260,-5.42,9.08,21.2,1
571,171300,52.98,283.5,88000,-7.26,9.32,163.34,1
572,171600,55.52,281.92,95340,-8.14,9.76,101.18,3
573,171900,45.48,275.28,70760,-2.88,9.4,260.74,4
574,172200,58.12,282.02,90560,-8.4,9.52,35.48,5
575,172500,57.64,282.24,92680,-5.52,9.58,226.18,5
576,172800,57.82,282,92780,-4.88,9.18,21.32,5
577,173100,62.72,282.22,85780,-4.42,9.14,50.7,9
578,173400,55.14,277.06,82000,-1.28,8.94,13.54,8
579,173700,63.4,280.4,79580,-4.22,9.22,143.12,4
580,174000,54.25,285.16,94800,-3.34,9.1,336.04,3
581,174300,68.62,282.02,85400,-4.2,8.74,105.02,2
582,174600,68.76,282.1,86660,-5.6,9.38,348.92,1
583,174900,61.84,277.58,75000,-4.64,8.94,148.02,1
584,175200,68.04,281.7,85380,-5.44,9.28,101.22,1
585,175500,68.74,282.36,87020,-3.42,9.34,268.06,3
586,175800,69.87,281.3,82270,-4.92,9.04,331.26,4
587,176100,67.88,281.46,82400,-3.2,9.26,202.18,4
588,176400,68.84,282.24,88620,-4.76,9.52,274.98,4
589,176700,65.06,283.52,95240,-2.22,9.94,333.38,9
590,177000,70.12,281.66,85700,-2.76,9.66,344.32,3
591,177300,63.6,277.82,76460,0.56,9.74,339.98,4
592,177600,71.9,282.24,87080,0.04,9.54,277.1,2
593,177900,69.28,282.14,85520,8.12,9.54,79.44,2
594,178200,71.04,282.1,92860,5.5,9.48,79.46,2
595,178500,73.44,281.76,96940,6.36,9.24,149.98,1
596,178800,62.8,277.64,77480,3.06,8.06,86.02,1
597,179100,70.66,281.92,94060,1.82,8.26,140.58,3
598,179400,68.8,281.34,85320,-0.5,9.3,209.52,3
599,179700,68.72,281.78,86600,1.48,9.62,353.28,4
600,180000,63.12,282.34,88470,3.16,9.58,347.16,4
601,180300,60,279.44,83100,3.24,9.7,343.12,5
602,180600,73.24,281.9,83920,0.08,9.76,331.16,4
603,180900,61.88,276.88,76240,-4.5,9.72,212.9,5
604,181200,62.58,285.32,101640,2.06,10.2,320.16,9
605,181500,70.94,281.48,80680,0.46,9.82,344.94,8
606,181800,67.96,281.51,86570,3.86,9.02,205.98,4
607,182100,72.66,282.04,84140,3.78,9.68,335.3,2
608,182400,73.72,281.94,93540,4.68,9.82,312.62,2
609,182700,74.52,281.5,93680,5.74,9.92,301.12,1
610,183000,76.44,282.12,85640,4.88,10.1,306.78,1
611,183300,68.96,277.14,71520,3.66,10.24,312.82,1
612,183600,74.4,281.01,91640,3.38,9.6,308.58,1
613,183900,83,282.46,87250,4.78,9.6,321.1,1
614,184200,81.66,281.66,89240,4.3,9.42,268.78,3
615,184500,84.84,281.68,88840,0.9,9,313.34,3
616,184800,78.56,281.32,97280,0.96,9.44,329.88,5
617,185100,84.3,281.98,87140,0.74,9.72,333.06,5
618,185400,79.64,281.28,98520,3.94,8.56,262.14,9
619,185700,78.43,281.22,89140,2.98,9.04,336.4,8
620,186000,80.22,281.48,86060,3.98,9.28,149.34,2
621,186300,82.89333333,281.1866667,90813.33333,-1.9,9.82,157.48,1
622,186600,82.72666667,279.7333333,84246.66667,-3.38,10.48,40.2,1
623,186900,77.48,281.22,94040,-5.72,10.26,13.58,1
624,187200,81.42,281.88,85900,-5.6,10.12,151.06,1
625,187500,78.08,281.66,94300,-4.7,10.06,74.18,3
626,187800,79.64,281.77,92460,-3.46,9.92,207.28,3
627,188100,81.22,281.88,85120,-3.98,9.56,352.56,3
628,188400,75.3,282.3,107780,-3.74,9.44,86.98,3
629,188700,75.01,281.55,88980,2,9.36,270.88,3
630,189000,73.88,280.3,84260,3.5,9.68,321.54,4
631,189300,74.94,281.74,96220,2.86,9.64,318.62,9
632,189600,76.7,281.72,93040,4.66,8.68,315.12,8
633,189900,70.61,280.3,92080,1.82,8.94,319.28,4
634,190200,79.58,281.4,85370,3.36,8.62,330.56,2
635,190500,80.76,281.76,94720,4.2,8.4,330.02,1
636,190800,73.56,283.12,95740,3.72,8.02,330.66,1
637,191100,75.16,281.52,97960,0.76,8.98,349.14,1
638,191400,73.28,281.28,90240,1.08,9.72,345,1
639,191700,72.25,282.22,108800,0.64,9.34,342.96,1
640,192000,75.06,282.08,98120,3.16,10,338.84,3
641,192300,75.58,281.9,101070,3.48,10.02,332.38,3
642,192600,76.67,281.22,92410,4.02,9.96,343.44,5
643,192900,80.24,281.5,86100,3.84,10.28,329.88,5
644,193200,71.74,277.76,92480,3.48,10.3,336.24,3
645,193500,80.04,281.02,96480,1.98,9.34,341.88,3
646,193800,85.36,281.18,93220,-5.02,10.34,336,3
647,194100,72.66,276.68,92980,-7.38,12.48,205.68,4
648,194400,85.56,280.86,88940,-5.9,23.26,322.8,2
649,194700,75.42,279.94,87740,6.16,31.38,287.12,2
650,195000,77.08,281.3,98200,18.78,33.5,252.62,2
651,195300,76.24,281.96,97840,17.74,33.06,267.34,2
652,195600,75.18,281.22,91760,2.14,31.94,300.16,1
653,195900,78.12,281.21,92300,3.2,26.54,271.76,3
654,196200,77.46,280.82,96640,-8.4,49.06,257.42,3
655,196500,67,280.98,97280,-30.68,59.2,248.28,4
656,196800,56.64,280.9,94620,-33.76,46.06,221.02,4
657,197100,54.44,280.61,93280,-6.68,22.86,143.36,4
658,197400,55.82,281.36,85360,24.62,40.1,111.88,4
659,197700,51.67,280.39,95530,8.26,26.66,105.64,3
660,198000,51.22,281.14,102820,-10.58,16.28,115.4,2
661,198300,49.24,279.66,92540,-12.1,22.62,78.94,1
662,198600,50.34,281.8,106300,-11.38,20.04,62.26,1
663,198900,51.6,280.1,84560,-8.8,19.24,61.66,3
664,199200,48.89878788,280.2757576,110143.6364,-7.44,18.54,75.58,5
665,199500,50.77575758,280.4151515,116872.7273,8.9703125,22.5765625,137.30625,5
666,199800,50.74545455,280.3090909,115463.6364,8.0875,22.0375,145.65,5
667,200100,50.71515152,280.2030303,114054.5455,7.2046875,21.4984375,153.99375,5
668,200400,50.68484848,280.0969697,112645.4545,6.321875,20.959375,162.3375,8
669,200700,50.65454545,279.9909091,111236.3636,5.4390625,20.4203125,170.68125,5
670,201000,50.62424242,279.8848485,109827.2727,4.55625,19.88125,179.025,4
671,201300,50.59393939,279.7787879,108418.1818,3.6734375,19.3421875,187.36875,4
672,201600,50.56363636,279.6727273,107009.0909,2.790625,18.803125,195.7125,4
673,201900,50.53333333,279.5666667,105600,1.9078125,18.2640625,204.05625,3
674,202200,50.5030303,279.4606061,104190.9091,1.025,17.725,212.4,2
675,202500,50.47272727,279.3545455,102781.8182,0.1421875,17.1859375,220.74375,2
676,202800,50.44242424,279.2484848,101372.7273,-0.740625,16.646875,229.0875,1
677,203100,50.41212121,279.1424242,99963.63636,-1.568125,16.669375,238.8175,3
678,203400,55.26,283,107560,-1.3,20.28,255.72,4
679,203700,53.14,281.98,104290,-7.68,18.94,294.66,4
680,204000,47.16,282.62,104960,-11.12,22.78,285.82,2
681,204300,53.24,281.06,89440,13.48,30.76,222.9,1
682,204600,54.5,281.66,97960,18.92,35.44,226.82,3
683,204900,49.48,277.2,82220,17.24,34.92,229.24,4
684,205200,59.16,282.52,99960,17.66,36.28,228.56,4
685,205500,49.46,283.46,98580,17.58,31.48,215.76,9
686,205800,44.29,281.9,85450,12.64,27.84,214.28,4
687,206100,37.72,277.1,98520,14.84,29.9,210.36,3
688,206400,41.4,280.58,91540,15.08,27.86,223.68,3
689,206700,37.02,283.32,109800,18.62,28.84,209.94,3
690,207000,42.04,281.72,91060,19.68,29.98,207.6,5
691,207300,39.56,280.74,91280,23.04,34.16,206.74,3
692,207600,39.04,280.7,97470,24.46,33.04,200.02,3
693,207900,36.52,280.46,92460,19.46,24.56,178.28,4
694,208200,41.12,280.9,89760,19.18,24.24,185.9,4
695,208500,38.02,279.26,85240,17.72,23.4,185.06,3
696,208800,38.92,280.86,100240,14.56,22.28,202.82,3
697,209100,38.04,280.18,94000,6.26,19.6,225.62,3
698,209400,36.22,281.4,100400,-12.82,20.98,303.84,2
699,209700,36.78,280.9,102730,19.5,29.02,206.98,2
700,210000,33.96,280.2,101760,24.84,35.82,205.22,2
701,210300,34.46,280.98,90500,22.54,31.8,208.28,5
702,210600,33.24,280.98,101060,18.38,25.66,210.72,5
703,210900,30.04,280.54,97320,19.48,23.2,162.4,5
704,211200,26.96,281.46,92100,25.32,27.52,139.78,5
705,211500,27.66,281.54,94240,18.1,21,179.3,5
706,211800,28.14,282.22,99820,13.72,17.16,217.9,4
707,212100,25.54,279.72,87660,15.5,19.24,202.72,9
708,212400,24.32,281.12,97080,18.16,22.7,199.32,8
709,212700,26.5,281.78,94020,19.98,27.42,225.06,8
710,213000,21.68,280.22,97320,19.9,30.92,231.38,5
711,213300,22.9,283.16,89220,23.12,29.78,231.92,5
712,213600,14.34,270.28,70360,23.22,35.1,194.8,5
713,213900,15.76,285.3,109340,26.34,37.24,201.82,3
714,214200,18.7,279.4,94640,27.22,36.64,212.44,4
715,214500,14.92,280.22,95160,27.26,38,213.1,3
716,214800,13.56,276.7,80900,27,38.06,214.94,2
717,215100,16.86,281.52,94580,26.7,37.32,216.74,2
718,215400,14.24,280.18,92960,27.82,37.7,221.08,1
719,215700,14.35,281.1,88460,25.44,36.82,209.5,4
720,216000,14.12,279.96,89700,26.1,37.78,214.38,4
721,216300,9.98,284.68,87000,24.92,38.14,212.26,4
722,216600,10.66,280.32,95520,24.6,38.18,219.38,5
723,216900,9.54,278.92,97220,23.18,37.86,211.78,5
724,217200,9.44,275.48,87180,24.08,37.82,202.94,3
725,217500,10.8,281.97,92250,24.24,37.32,201,4
726,217800,4.96,285.54,96500,19.06,38.24,186.72,3
727,218100,8.4,280.78,89560,17.38,37.56,184.34,3
728,218400,8.78,275.88,72660,14.4,37.38,187.58,3
729,218700,4.72,274.04,85020,10.48,38.98,175.2,3
730,219000,6.32,284.78,104440,11.6,38.78,187.12,3
731,219300,5.24,283.64,94880,10.36,38.9,188.18,4
732,219600,4.95,279.46,88150,11.76,38.82,189.24,4
733,219900,2.46,270.92,62200,14.06,39.06,189.22,9
734,220200,1.58,280.26,86940,14.9,38.92,183.72,9
735,220500,1.72,281.88,114900,14.94,39.98,181.1,5
736,220800,1.52,273.2,90940,14.1,39.8,181.7,3
737,221100,1.68,280.36,77660,13.88,39.88,186.7,3
738,221400,1.48,275.64,84940,11.28,40.04,179.54,4
739,221700,1.46,281.22,71280,12.2,40.3,194.96,3
740,222000,1.62,280.84,90480,11.88,39.6,194.08,3
741,222300,1.32,276.78,101720,11.68,39.18,192.36,4
742,222600,2.12,279.1,84200,10.26,39.52,201.1,4
743,222900,1.78,280.48,91180,10.9,41.44,201.08,4
744,223200,0.94,283.56,74940,10.64,43.34,195.68,5
745,223500,0.36,269.28,48560,9.04,42.84,198.48,5
746,223800,0.6,280.02,71340,14.9,42.74,200.18,4
747,224100,0.52,269.38,67740,14.22,43.62,203.8,3
748,224400,0.7,282.18,76640,13.16,43.62,205.22,3
749,224700,0.62,277.54,59100,10.38,43.04,204.08,3
750,225000,0.72,284,76460,8.32,43.44,204.94,3
751,225300,0.92,283.08,82660,7.88,42.5,206.64,4
752,225600,1.28,284.3,90550,18.8,41.6,210.58,4
753,225900,1.46,272.68,83700,17.26,42.24,212.08,8
754,226200,2.52,280.26,82400,16.12,45.94,212.54,4
755,226500,1.76,274.62,72680,14.88,46.86,213.22,4
756,226800,2.1,274.52,65860,13.22,46.88,213.18,4
757,227100,1.44,276.3,73520,14.1,46.76,219.92,4
758,227400,1.89,279.26,105780,14.34,47,221.32,3
759,227700,1.54,285.86,93780,13.56,47.22,218.94,2
760,228000,1.36,277.06,82540,12.64,47,217.16,4
761,228300,1.62,280.86,104740,17.74,46.36,212.74,4
762,228600,1.7,285.96,77080,17.96,46.82,215.66,8
763,228900,1.36,279.3,97040,20.58,45.88,211.8,9
764,229200,1.36,288,102600,19.24,45.4,212.94,8
765,229500,0.71,279.75,90230,23.14,46.28,213.82,4
766,229800,0.96,278.42,83010,20.02,46.84,217.4,3
767,230100,0.74,274.3,57100,21.84,47.66,216.2,3
768,230400,0.86,282.94,89200,22.4,48.16,213.6,4
769,230700,0.64,278.7,86360,20.44,48.02,213.7,3
770,231000,0.84,280.32,88260,12.44,47.4,214.74,3
771,231300,1.12,281.9266667,85060,9.04,47.44,216.14,3
772,231600,0.76,275.7133333,74920,6.88,47.74,216.52,3
773,231900,0.48,266.74,86790,4.88,47.48,216.02,3
774,232200,0.86,278.9,114980,1.34,46.82,215.84,3
775,232500,0.58,275.3,88880,-2.2,45.94,216.46,3
776,232800,0.92,281.36,80080,2.08,44.38,214.04,2
777,233100,0.64,284.86,110960,7.28,44.08,211.18,5
778,233400,0.5,283.06,66600,11.02,43.94,208.4,5
779,233700,0.54,277.62,114620,17.26,43.8,207.82,5
780,234000,0.78,276.78,63500,17.62,44.24,208.52,3
781,234300,0.48,278.12,72840,13.32,44.62,211.9,4
782,234600,0.32,274.78,32580,10.22,44.54,209.14,8
783,234900,0.42,287.9,56240,8.56,44.76,209.54,4
784,235200,0.3,294.86,65360,7.5,44.82,210.98,5
785,235500,0.4,285.6,93120,7.94,44.96,211.58,3
786,235800,0.44,278.46,54580,5.82,44.64,213,3
787,236100,0.56,277.34,51660,-0.94,44.48,211.08,3
788,236400,0.42,276.02,81840,8.78,45.68,214.3,3
789,236700,0.5,280.76,54040,8.74,46.06,213.72,3
790,237000,0.56,276.8,53980,9.3,46.64,212.32,3
791,237300,0.76,278.1,93100,0.62,44,209.64,2
792,237600,0.56,273.5,74240,-11.72,44.18,205.16,5
793,237900,0.5,280.32,119600,-22.88,44.42,204.38,5
794,238200,0.98,282.64,96220,-26.06,43.48,200.82,5
795,238500,1.1,276.9,93660,-24.86,43.24,200.7,3
796,238800,1.24,281.5,70360,-23.3,43.12,204,4
797,239100,1.24,280.56,85060,-22.98,43.06,202.08,4
798,239400,0.86,272.26,112960,-26.24,42.46,198.56,4
799,239700,1.22,270.56,104140,-23.84,42.36,205.36,4
800,240000,1.08,268.16,84000,-25.18,41.84,202.06,3
801,240300,1.32,276.58,84420,-25.86,41.48,196.34,3
802,240600,0.8,276.86,82940,-28.1,41.7,194.9,4
803,240900,1,279.46,74220,-25.74,39.78,215.64,2
804,241200,1.146666667,277.4733333,115833.3333,-26.68,38.68,212.92,2
805,241500,1.413333333,278.9266667,93386.66667,-27.56,38.88,207.6,2
806,241800,1.56,283.88,101560,-32.06,39.84,196.44,1
807,242100,1.7976,278.8424,75244,-30.42,39.42,206.74,3
808,242400,1.852,282.348,89580,-29.19565217,38.31304348,204.8391304,4
809,242700,1.792,280.908,99680,-27.52173913,36.83478261,203.4043478,4
810,243000,1.732,279.468,109780,-25.84782609,35.35652174,201.9695652,4
811,243300,1.672,278.028,119880,-24.17391304,33.87826087,200.5347826,4
812,243600,1.6144,276.6456,129576,-24.60086957,34.3773913,202.9121739,3
813,243900,1.66,275.38,64020,-27.1,35.44,202.74,4
814,244200,1.7,279.5,93660,-25.72,34.38,208.62,3
815,244500,1.24,275.48,74980,-26.06,33.9,207,4
816,244800,1.02,274.22,78240,-25.52,33.72,209.2,4
817,245100,1.06,279.82,59520,-25.74,32.88,203.2,4
818,245400,0.83,266.18,105660,-27.8,32.9,194.54,2
819,245700,0.88,277.76,102080,-29.48,34.04,186.56,5
820,246000,0.44,284.38,90660,-31.18,33.26,176.68,8
821,246300,0.44,277.04,70280,-30.6,32.62,197.64,4
822,246600,0.68,280.16,57300,-30.36,31.76,214.14,5
823,246900,0.34,273.48,74250,-30.46,31.62,165,3
824,247200,0.46,289.51,79090,-29.46,31.36,190.38,3
825,247500,0.5,277.92,48760,-28.8,31.02,179.46,5
826,247800,0.52,280,72920,-29.44,30.84,170.88,4
827,248100,0.42,278.22,118240,-28.74,30.54,166.5,4
828,248400,0.28,281.74,85540,-28.04,30.22,161.54,3
829,248700,0.42,281.08,86380,-27.44,30.08,167.14,5
830,249000,0.34,282.36,72840,-27.5,29.96,163.88,4
831,249300,0.17,295.69,26950,-26.78,29.76,162.88,4
832,249600,0.22,299.56,104900,-26.72,29.58,164.42,3
833,249900,0.06,459.86,497400,-25.18,29.24,168.62,3
834,250200,0.12,724.06,624800,-25.4,28.9,164.08,4
835,250500,0,532.88,944000,-26.58,28.7,166.74,3
836,250800,0.026,596.013,2151480,-26.72724138,27.98827586,174.8713793,2
837,251100,0.216666667,463.2416667,578333.3333,-26.54482759,27.56551724,184.4275862,5
838,251400,0.433333333,446.6833333,535666.6667,-26.22586207,27.27241379,191.212069,4
839,251700,0.65,430.125,493000,-25.90689655,26.97931034,197.9965517,3
840,252000,0.866666667,413.5666667,450333.3333,-25.58793103,26.6862069,204.7810345,4
841,252300,1.083333333,397.0083333,407666.6667,-25.26896552,26.39310345,211.5655172,5
842,252600,1.3,380.45,365000,-24.95,26.1,218.35,4
843,252900,1.516666667,363.8916667,322333.3333,-24.63103448,25.80689655,225.1344828,4
844,253200,1.733333333,347.3333333,279666.6667,-24.31206897,25.5137931,231.9189655,4
845,253500,1.95,330.775,237000,-23.99310345,25.22068966,238.7034483,5
846,253800,2.166666667,314.2166667,194333.3333,-23.67413793,24.92758621,245.487931,3
847,254100,2.383333333,297.6583333,151666.6667,-23.35517241,24.63448276,252.2724138,3
848,254400,2.874,283.327,97440,-23.77275862,24.87172414,252.0086207,3
849,254700,3.74,279.6,94960,-23.18,24.2,232.26,3
850,255000,5.12,275.54,72800,-20.84,23,167.2,3
851,255300,6.37,282.46,80720,-19.86,22.56,183.92,4
852,255600,5.48,281.86,109900,-17.82,21.78,184.72,2
853,255900,5.52,283.02,98220,-20.9,21.62,224.76,5
854,256200,8.08,283.02,83460,-20.68,21.54,215.06,4
855,256500,6.7,282.64,96660,-20.94,21.46,220.06,5
856,256800,5.06,273.36,80700,-20.4,20.9,221.5,4
857,257100,4.4,286.6,108180,-19.94,20.38,218.12,4
858,257400,5.89,280.99,93510,-19.44,19.82,216.48,3
859,257700,5.3,273.66,79500,-18.92,19.52,241.92,3
860,258000,5.6,278.46,94760,-20.18,20.74,200.74,3
861,258300,5.12,274.48,81200,-20.66,20.98,221.3,5
862,258600,5.76,278.4,84220,-19.64,20.02,164.22,3
863,258900,4.16,271.02,57200,-17.98,19.12,161.66,3
864,259200,4.31,272.13,64080,-15.76,17.98,159.34,3
865,259500,4.6,273.58,88800,-15.58,17.98,157.1,4
866,259800,5.5,277.36,69500,-18.36,18.74,186.94,5
867,260100,5.9,280.88,107480,-18.1,18.96,152.78,4
868,260400,5,275.16,79440,-16.34,18.32,143.92,3
869,260700,5.66,280,95380,-18.9,19.42,149.6,3
870,261000,7.16,281.42,81880,-18.52,19,157.42,3
871,261300,3.81,275.52,92230,-18.66,18.82,234.84,4
872,261600,5.34,277.56,85980,-18.68,18.9,257.08,4
873,261900,6.46,282.32,82380,-19.04,19.12,215.74,4
874,262200,5.2,271.48,76540,-18.06,18.9,183.64,3
875,262500,4.08,273.02,72680,-18.42,18.82,149.9,3
876,262800,6.42,283.5,91860,-17.72,18.44,96.8,3
877,263100,6.91,281.15,87960,-17.04,18.2,127.66,2
878,263400,5.48,279.86,82500,-16.5,17.98,105.7,2
879,263700,5.42,278.62,104540,-16.08,17.62,71.4,2
880,264000,5.76,280.42,104360,-15.48,17.4,89.2,2
881,264300,6.06,282.7,104380,-15.72,17.42,94.88,4
882,264600,6.06,279.86,84800,-15.52,17.26,84.76,4
883,264900,4.16,268.18,51100,-16.18,17.14,105.64,4
884,265200,5.69,275.38,74060,-15.36,16.76,103.86,3
885,265500,4.66,279.42,95380,-13.02,16.5,60.9,3
886,265800,6.86,281.26,86820,-12.52,16.7,66.76,3
887,266100,5.92,271.52,78980,-13.66,16.74,83.42,3
888,266400,7.92,279.5,90900,-13.98,16.72,70.28,3
889,266700,8.14,279.96,93500,-11.28,17.28,71.96,3
890,267000,10.02,283.1,88200,-10.36,16.24,71.18,3
891,267300,8.69,272.2,65830,-8.2,12.88,145.48,3
892,267600,6.96,277.36,121260,-8.98,13.9,306.42,4
893,267900,12.26,282.86,83220,5.8,14.66,291.1,4
894,268200,11.38,284.78,91060,3.14,9.72,271.36,4
895,268500,12.02,284.42,94360,-2.48,10.84,261.38,3
896,268800,11.9,283.24,97580,3.18,12.32,221.16,3
897,269100,5.69,273,97880,1.78,12.06,62.74,3
