,cumulative_secs,proton_density,speed,ion_temp,bz,bt,phi_angle,kp_index
898,269400,11.18,280.44,79100,-2.94,13.62,60.22,3
899,269700,10.82,283.18,86880,4.96,13.54,71.56,3
900,270000,7.12,273.36,79520,10.16,12.1,62.46,4
901,270300,8.54,282.04,84440,11.82,12.38,41.46,4
902,270600,7.68,276.4,72660,11.62,12.5,47.42,5
903,270900,6.64,271.62,76660,11.66,12.82,50.72,5
904,271200,7.5,285.39,91300,9.92,13,58.82,5
905,271500,8.96,282.84,85220,8.96,12.68,69.52,5
906,271800,7.76,278.44,85620,7.86,13,77.94,5
907,272100,9.06,278.64,72820,7.54,12.98,74.58,5
908,272400,8.6,284.9,85620,7.86,13.1,66.3,3
909,272700,8.18,283.46,101860,8.62,12.92,68.28,3
910,273000,9.12,283.12,90950,8.32,12.94,72.52,3
911,273300,8.34,283.7,91980,7.1,13,75.56,3
912,273600,9.46,279.6,86360,7.52,12.96,76.24,3
913,273900,7.18,279.8,99380,8.4,12.94,76.24,4
914,274200,8.32,284.2,94760,9.62,12.84,67.66,3
915,274500,8.98,280.78,80240,9.18,12.74,72.98,3
916,274800,7.34,277.5,95380,8.66,12.56,71.48,3
917,275100,7.22,279.96,89520,7.52,12.4,72.58,4
918,275400,8.28,280.8,91360,6.6,12.36,67.94,4
919,275700,7.32,276.36,76700,6.84,12.26,69.22,4
920,276000,6.96,275.62,82520,6.28,12.1,68.34,2
921,276300,7.76,280.68,85900,6.28,12.02,66.78,5
922,276600,7.28,279.58,85840,5.7,12.06,67.9,5
923,276900,6.68,278.74,95300,5,12.08,66.62,4
924,277200,7.96,281.88,95630,4.28,12.06,65.88,3
925,277500,7.14,280.9,94700,4.36,11.92,68.02,3
926,277800,7.98,282.42,90080,3.7,11.86,69.8,3
927,278100,5.72,273.42,84060,5.68,11.6,63.08,3
928,278400,5.38,267.98,57800,5.74,11.58,59.82,3
929,278700,7.48,283.24,82920,7.56,11.48,47.72,3
930,279000,8.22,280.42,94180,6.2,11.28,47.52,3
931,279300,7.1,277.06,89920,6.14,11.3,44.26,4
932,279600,5.22,276.64,102640,5.44,11.3,43.98,3
933,279900,6.42,276.1,95380,5.46,11.24,44.54,4
934,280200,7.88,280.08,84900,5.02,11.18,46.88,3
935,280500,5.28,274.86,97260,4.56,11.1,47.88,3
936,280800,6.4,275.4,71440,3.84,10.9,46.64,1
937,281100,7.43,280.39,84280,4.36,10.8,50.58,4
938,281400,6.38,278,79920,3.98,10.48,45.46,3
939,281700,6.58,284.02,99880,3.58,10.12,45.48,4
940,282000,6.9,283.58,85740,3.62,9.96,43.1,5
941,282300,6.54,283.76,94400,3.94,9.66,41.84,5
942,282600,7.04,280.54,79040,4.06,9.5,39.52,5
943,282900,4.446666667,271.16,67373.33333,4.9,9.42,40.74,4
944,283200,5.633333333,275.26,79966.66667,4.48,9.4,41.8,4
945,283500,5.44,275.66,73980,4.5,9.38,35.86,4
946,283800,7.06,279.78,88480,4.7,9.34,34.42,5
947,284100,7.26,279.3,79500,5.42,9.98,39.88,4
948,284400,5.16,280.3,103360,5.64,10.2,37.36,4
949,284700,7.08,280.62,81580,5.48,9.96,39.38,3
950,285000,6.37,283.22,92630,5.02,9.82,41.16,3
951,285300,5.6,276.28,102000,4.56,9.66,48.1,3
952,285600,5.156,269.924,73343.2,4.88,9.54,46.66,3
953,285900,3.72,262.18,63264,5.018181818,9.418181818,43.7,3
954,286200,4.62,266.78,66844,4.813636364,9.213636364,45.95,3
955,286500,5.52,271.38,70424,4.609090909,9.009090909,48.2,4
956,286800,6.42,275.98,74004,4.404545455,8.804545455,50.45,3
957,287100,7.224,280.276,79140.8,4.724545455,9.204545455,54.47,3
958,287400,6.68,282.5,95160,5.6,10.48,59.76,3
959,287700,7.16,281.08,87060,5.58,10.32,63.52,5
960,288000,4.9,274.64,96600,5.8,10.38,62.54,5
961,288300,7.58,280.86,88200,6.04,10.58,60.2,4
962,288600,6.62,276.5,88760,5.98,10.8,58.92,4
963,288900,5.57,270.5,81140,5.82,10.48,56.74,3
964,289200,5.56,271.88,79140,4.62,10.46,73.64,3
965,289500,6.38,278.14,74720,4.16,10.42,80.14,3
966,289800,5.9,280.14,90380,4.3,10.1,74.2,3
967,290100,6.84,284.04,93860,3.3,9.22,92.96,3
968,290400,7.38,280.18,90580,3.54,9.72,90.82,3
969,290700,6.8,283.38,89160,2.02,10.12,87.94,3
970,291000,5.15,282,87260,2.24,10.04,96.78,3
971,291300,5.94,278.92,84540,1.46,9.64,116.1,3
972,291600,7.02,280.92,88620,0.94,8.96,110.12,4
973,291900,5.22,277.1,104280,1.02,8.7,102.48,4
974,292200,6.52,284.24,95720,0.24,8.82,109.32,2
975,292500,6.54,281,87900,0.56,8.54,106.76,2
976,292800,6.24,282.76,96860,0.64,8.66,108.72,5
977,293100,6.36,281.28,82550,0.18,8.04,112.54,3
978,293400,6.64,284,93900,1.52,7.98,102.58,4
979,293700,6.2,284.8,100920,1.38,7.94,97.56,4
980,294000,5.78,278.96,93820,0.96,7.82,104.14,5
981,294300,6.06,277.46,87020,0.78,7.74,106.24,5
982,294600,6.72,274.6,70740,0.74,7.4,116.8,4
983,294900,6.57,280.82,92240,0.58,7.42,111.16,3
984,295200,5.2,274.74,67920,1.12,6.7,93.18,3
985,295500,7.16,277.64,98420,0.58,5.78,110.52,3
986,295800,8.8,279.66,86920,0.16,4.98,135.8,3
987,296100,6.08,277.54,79100,0.28,4.88,140.34,4
988,296400,7.9,278.44,77600,-0.12,4.84,141.66,4
989,296700,7.22,277.3,76020,-0.26,5.32,139.78,2
990,297000,5.97,276.06,73840,-0.6,5.96,143.18,2
991,297300,7.2,284.54,92520,0.56,5.6,124.9,3
992,297600,7.58,280.58,92580,0.56,5.14,116.3,4
993,297900,7.64,281.18,95400,-1.12,6.34,164.46,4
994,298200,6.76,280.5,98540,-0.6,5.62,155.14,4
995,298500,7.16,281.84,85680,-0.58,5.68,157.24,4
996,298800,6.26,279.68,81800,-0.7,5.34,160,5
997,299100,4.6,266.66,69740,-1.3,5.24,167.62,5
998,299400,6.4,281.22,89160,-1.38,5.46,172.2,8
999,299700,5.48,278.12,70880,-0.7,4.92,162.2,4
1000,300000,5.82,279.02,92100,-0.34,4.54,162.18,5
1001,300300,5.02,281.36,82480,1.04,5.02,149.7,3
1002,300600,6.48,281.18,86100,-0.16,5.1,161.86,3
1003,300900,6.17,282.52,100710,0.16,5.06,164.9,3
1004,301200,5.78,278.12,71160,-1.64,5.56,189.96,3
1005,301500,6,276.98,86660,-2,6.02,190.42,3
1006,301800,4.62,273.8,68860,-1.82,6.06,187.78,4
1007,302100,5.56,279.52,94800,-1.3,5.56,195.54,3
1008,302400,6.08,281.76,101480,-1.98,5.46,195.64,2
1009,302700,6.22,283.68,102300,-2.3,5.7,187.42,3
1010,303000,5.89,282.65,96760,-2.3,5.54,191.24,3
1011,303300,6.46,280.68,82560,-2.66,6.08,178.8,3
1012,303600,6.02,281.04,92460,-2.42,5.62,178.76,4
1013,303900,6.06,275.56,90900,-2.66,5.7,182.32,5
1014,304200,6.18,282.32,83940,-3.04,5.94,177.74,8
1015,304500,6.52,278.62,84760,-2.44,5.64,185.8,5
1016,304800,6.275,279.84,91485,-2.45,6.07,182.92,5
1017,305100,3.975,274.44,76385,-1.22,5.56,196.68,4
1018,305400,5.23,279.32,84620,-1.96,5.72,189.34,4
1019,305700,5.2,278.24,84360,-1.52,5.68,180.98,4
1020,306000,5.84,281.22,88680,-1.2,6.28,176.06,3
1021,306300,6.32,280.4,89780,-1.68,5.82,176.18,3
1022,306600,6.22,283.3,93320,-0.9,5.22,183.58,4
1023,306900,4.5,275.6,72180,-1.24,5.24,184.3,4
1024,307200,5.16,276.12,79920,-1.44,5.88,182.44,4
1025,307500,5.64,279.9,92080,-1.48,5.78,185.2,4
1026,307800,5.18,281.4,104620,-1.52,5.86,188.7,4
1027,308100,5.37,280.36,99270,-2.16,5.66,179.78,3
1028,308400,5.28,279.44,92980,-1.64,5.62,178,3
1029,308700,5.64,278.88,91320,-3.12,6.26,176.52,5
1030,309000,5.24,280.8,113400,-3.28,6.16,185.72,4
1031,309300,5.52,283.1,96800,-3.52,6.64,180.8,9
1032,309600,5.3,279.88,75400,-3.86,6.88,178.2,4
1033,309900,5.46,276.44,74820,-4.54,6.58,187.32,4
1034,310200,5.12,275.84,100980,-3.38,6.48,175.8,5
1035,310500,5.54,281.4,89140,-3.36,6.86,171.14,5
1036,310800,5.94,282.5,106400,-2.58,6.92,171.62,5
1037,311100,5,274.26,80920,-1.92,6.64,175,3
1038,311400,5.1,281,86400,-2.62,6.42,183.72,3
1039,311700,5.62,281.94,79600,-2.66,6.68,182.2,3
1040,312000,5.8,281.7,99660,-3.26,7.02,172.24,3
1041,312300,4.6,274.88,80660,-3.16,6.8,173.02,3
1042,312600,5.4,281.925,92175,-2.88,6.7,169.14,4
1043,312900,4.18,277.925,97255,-2.72,6.3,170.24,4
1044,313200,5.04,281.98,90960,-2.6,6.5,154.08,3
1045,313500,5.28,277.86,84600,-2.8,6.7,185.02,3
1046,313800,4.56,278.64,97880,-2.14,6.68,195.72,4
1047,314100,5.44,281.46,101180,-2.76,6.68,194.06,5
1048,314400,4.34,273.28,74040,-3.16,6.72,165.02,5
1049,314700,4.18,277.49,76890,-1.66,7.3,131.02,5
1050,315000,5.1,282.12,95440,-1.64,6.72,136.62,4
1051,315300,5,281.92,90240,-1.34,6.04,141.24,4
1052,315600,4.96,281.96,94900,-2.3,6.46,145.18,4
1053,315900,4.72,281.52,103680,-3.04,6.94,149.88,4
1054,316200,4.3,279.88,86760,-2.58,6.74,153.96,3
1055,316500,4.72,282.64,87100,-3.06,6.8,173.68,3
1056,316800,4.38,284.56,95920,-3.28,6.64,174.78,3
1057,317100,5,277.9,86800,-3.42,6.62,192.64,3
1058,317400,5.08,279.44,98000,-2.76,7.52,194.52,3
1059,317700,5.02,279.5,86080,-3.86,7.16,197.04,3
1060,318000,5.78,279.52,78380,-5.96,9.48,189.4,4
1061,318300,4.92,281.9,93360,-7.1,14.6,191.56,3
1062,318600,1.46,266.56,132620,-6.9,16.22,176.18,3
1063,318900,4.19,282.34,93540,-8.98,19,163.24,2
1064,319200,4.18,278.6,84440,-3.68,20.52,114.98,2
1065,319500,4.82,280.92,85860,-4.68,21.68,116.2,4
1066,319800,5.22,283.62,97880,-6.38,23.5,141.72,3
1067,320100,4.26,279.92,89900,-13.8,22.22,185.36,4
1068,320400,4.64,278.2,84840,-13.7,21.8,182.18,4
1069,320700,4.79,279.25,78590,-14.84,23.24,174.24,5
1070,321000,5.485,284.345,96035,-14.07333333,24.28666667,196.4466667,4
1071,321300,4.305,280.855,101775,-11.18666667,22.81333333,211.2533333,5
1072,321600,4.52,280.34,92860,-8.7,20.1,170.42,5
1073,321900,4.12,286.08,95440,-9.58,21.44,126.04,5
1074,322200,3.78,276.3,82900,-11.9,20.78,127.86,5
1075,322500,4.08,279.54,90580,-13.24,26.56,129.84,4
1076,322800,2.91,282.41,93580,-16.16,29.14,134.62,4
1077,323100,2.62,279.68,101820,-17.66,31.54,135.46,4
1078,323400,2.34,276.48,93360,-21.74,31.78,149.96,4
1079,323700,2.48,284.1,81580,-18.3,32.06,142.92,4
1080,324000,2.34,281.12,97140,-18.38,32.78,144.3,4
1081,324300,2.76,280.68,108400,-20.14,32.36,145,4
1082,324600,2.3,271.06,61900,-19.66,33.8,135.68,3
1083,324900,3,279.1,86840,-16.36,35.28,145.6,3
1084,325200,3.02,280.76,77940,-16,38.12,154.36,2
1085,325500,2.58,278.58,81820,-19.62,39.22,162.64,5
1086,325800,2.9,279.46,91820,-22.7,39.74,170.14,5
1087,326100,2.74,280.9,81880,-22.78,39.26,178.24,4
1088,326400,2.84,282.26,99580,-23.46,38.8,181.1,3
1089,326700,2.68,282.21,86920,-19.76,38.6,197.98,3
1090,327000,2.56,279.64,98120,-22.28,37.45,207.13,4
1091,327300,2.54,279.24,96440,-24.26,36.46,204.18,4
1092,327600,1.7,283.14,93900,-25.28,38.2,206.94,4
1093,327900,2.12,283.9,84940,-30.28,39,199.26,4
1094,328200,2.14,276.1,79480,-30.24,38.7,211.64,3
1095,328500,3.18,284.2,88600,-28.44,37.84,220.32,3
1096,328800,4.47,280.48,100420,-19.7,36.54,231.9,3
1097,329100,3.9,283.14,96660,-18.82,37.28,229.72,3
1098,329400,4.04,278.58,95240,-20.44,38.34,230.66,3
1099,329700,3.48,275.02,85980,-18.54,37.02,226.7,4
1100,330000,2.84,278.14,100900,-15.96,36.24,228.62,3
1101,330300,2.48,279.22,88300,-14.44,36.86,235.46,2
1102,330600,3.08,282.91,94740,-12.3,35.72,237.04,4
1103,330900,4.02,282.3,100280,-21.18,38.48,226.48,4
1104,331200,3.44,278.48,91620,-13.64,38.18,226.42,3
1105,331500,2.52,271.26,72080,-19.94,38.9,233.72,3
1106,331800,2.2,276.5,87920,-28.2,39.18,242.32,8
1107,332100,1.72,270.28,67220,-30.84,36.82,245.46,5
1108,332400,2.06,278.3,104620,-26.2,37.26,241.16,5
1109,332700,1.446666667,267.94,51066.66667,-19.84,35.45333333,236.32,5
1110,333000,1.573333333,276.04,86913.33333,-15.04,31.34666667,246,4
1111,333300,1.88,282.88,92980,-12.52,22.68,240.22,3
1112,333600,1.76,276.2,74040,-24.62,31.76,235.54,3
1113,333900,1.64,279.16,80940,-27.2,34.84,234.82,3
1114,334200,1.88,279.66,83060,-27.76,34.54,224.86,4
1115,334500,1.27,275.57,82540,-26.84,34.62,228.6,4
1116,334800,1.62,282.24,69600,-27.48,33.64,231.98,4
1117,335100,1.32,278.7,113120,-27.44,35.08,231.34,3
1118,335400,1,269.42,61440,-21.72,33.76,235.48,3
1119,335700,1.34,282.36,84700,-17.7,31.2,233.04,4
1120,336000,0.8,280.52,93220,-4.68,29.86,247.98,5
1121,336300,0.58,282.68,88360,-12.28,31.96,243.18,4
1122,336600,0.75,275.33,68520,-11.54,32.52,247.72,5
1123,336900,0.58,276.46,80840,-12.38,30.46,242.66,5
1124,337200,0.74,284.56,85940,2.2,19.92,280.94,4
1125,337500,0.62,280.16,60620,-17.32,26.5,226.32,3
1126,337800,0.78,280.7,58160,-21.12,31.78,202.18,3
1127,338100,0.72,274.24,86700,-23.76,33.34,190.86,3
1128,338400,0.58,275.98,49740,-20.08,25.94,115.94,3
1129,338700,0.22,385.31,627880,-10.14,18.94,78.74,3
1130,339000,0.72,287.84,62580,4.1,16.46,41.72,3
1131,339300,0.72,281.7,69980,5.98,15.64,36.04,3
1132,339600,0.58,283.2,96720,3.6,15.84,48.76,3
1133,339900,0.56,277.46,55840,-4.12,26.98,72.72,4
1134,340200,0.4,275.24,72540,-5.72,29.86,72.28,3
1135,340500,0.58,288.52,76290,-12.74,31.6,110.58,3
1136,340800,0.52,280.02,60700,-23.66,35.3,137.64,3
1137,341100,0.42,275.86,48540,-18.64,30.86,169.22,5
1138,341400,0.36,276.44,57660,-17.9,25.96,151.98,5
1139,341700,0.58,283.46,83240,-12.38,22.52,89.2,5
1140,342000,0.56,270.48,38820,1.42,30.96,58.5,4
1141,342300,0.4,271.26,74180,2.3,30.64,57.02,5
1142,342600,0.48,275.94,53960,3.6,30.38,52.64,3
1143,342900,0.52,280.08,59460,4.72,23.06,49.22,3
1144,343200,0.22,264.98,70220,2.28,26.14,257.88,3
1145,343500,0.56,279.46,54960,3.2,30.76,257.48,4
1146,343800,0.36,281.56,78300,2.36,32.04,254,3
1147,344100,0.32,277.74,52300,3.78,32.36,250.68,3
1148,344400,0.46,279.76,40740,2.22,31.88,247.24,5
1149,344700,0.37,276.71,39370,6.18,28.98,246.64,5
1150,345000,0.34,274.74,24770,7.8,29.42,248.48,5
1151,345300,0.1,471.28,1645140,9.66,29.42,249.16,4
1152,345600,0.18,301.88,41340,9.78,28.98,250.68,4
1153,345900,0.28,279.98,114580,9.6,28.54,251.52,4
1154,346200,0.36,276.78,86180,2.22,28.5,239.34,4
1155,346500,0.29,269.64,61590,3.96,32.48,246.42,4
1156,346800,0.34,279.98,72440,2.44,33.34,248.18,3
1157,347100,0.26,279.26,57240,-4.94,31.4,237.14,3
1158,347400,0.34,275.58,72360,8.9,30.22,242.26,3
1159,347700,0.22,268.66,60220,15.48,31.2,251.58,4
1160,348000,0.32,269.44,51740,16.86,26.28,253.82,4
1161,348300,0.02,398.46,235460,18.7,24.54,246.34,3
1162,348600,0.09,356.35,233350,14.54,20.32,253.22,4
1163,348900,1.12,1099.9,1474000,23.46,26.5,266.32,4
1164,349200,1.08,1167.18,1746000,19.6,26,265.56,3
1165,349500,1.68,1095.42,1680000,11.04,23.24,255.92,2
1166,349800,1.14,1194.15,2657000,11.18,25.98,242.12,2
1167,350100,1.72,1245.46,1031600,14.02,26.8,254.94,3
1168,350400,1.4,1258.65,1257700,29.88,32.96,277.5,9
1169,350700,1.4,1191.06,1376000,36.78,38.12,156.06,5
1170,351000,2.06,1155.66,1270000,29.48,39.52,58.18,5
1171,351300,1.68,1130.3,1466000,14.1,40.04,59.28,5
1172,351600,1.62,1141.54,1188000,6.64,37.74,65.04,5
1173,351900,1.44,1170.88,1470000,0.36,34.48,67.94,5
1174,352200,2.04,1169.64,1480000,-13.06,32.42,61.22,5
1175,352500,1.81,1122.08,896500,-4.28,29.72,73.18,5
1176,352800,2.5,1249.02,1550000,-1.8,24.76,76.78,4
1177,353100,1.54,1218.26,972400,-2.96,29.22,82.72,3
1178,353400,0.7,1205.08,1036400,-1.18,29.66,86.32,4
1179,353700,0.94,1188.72,1458000,-2.5,26.72,88.36,3
1180,354000,0.6,1203.52,1378000,0.66,26.96,91.02,3
1181,354300,0.8,1162.82,796600,8.46,27.64,51.96,3
1182,354600,0.81,1193.12,362000,11.74,27.78,55.98,4
1183,354900,0.64,1207.02,231200,11.88,27.2,66.58,3
1184,355200,0.6,1194.36,213400,9.82,27.22,74.54,3
1185,355500,0.54,1194.92,176800,8.84,27,73.66,2
1186,355800,0.48,1194.24,178000,7.2,27.04,73.86,3
1187,356100,0.38,1187.96,121300,7.86,26.9,74.34,4
1188,356400,0.47,1189.01,139300,9.7,26.72,75.32,3
1189,356700,0.34,1191.14,212680,9.82,26.6,75.3,5
1190,357000,0.48,1198.74,182880,10.22,26.42,74.66,5
1191,357300,0.6,1193.54,136600,10.44,26.26,73.54,5
1192,357600,0.46,1200.4,140800,10.84,26.22,72.08,5
1193,357900,0.64,1196.6,110800,8.86,26.1,75.64,4
1194,358200,0.68,1191.36,99060,8.88,26,74.76,4
1195,358500,0.64,1199.29,141860,8.88,25.94,72.86,4
1196,358800,0.8,1195.52,120780,7.9,25.78,72.48,3
1197,359100,0.84,1208.18,130040,4.94,25.32,79.1,3
1198,359400,0.42,1167.82,131220,4.22,25.1,84.62,3
1199,359700,0.4,1158.76,160980,4.18,24.94,87.1,3
1200,360000,0.3,1170.16,159500,4.32,24.82,83.76,3
1201,360300,0.63,1160.82,132950,2.94,24.46,82.86,3
1202,360600,0.6,1159.76,96180,3.3,24.26,86.54,3
1203,360900,0.84,1156.34,142560,4.48,23.96,89.26,3
1204,361200,0.66,1157.48,221580,5.68,23.82,90.16,4
1205,361500,0.5,1162.58,142760,6.26,23.74,91.9,4
1206,361800,0.48,1167.08,257800,4.72,23.52,89.44,3
1207,362100,0.28,1171.1,287200,4.88,23.12,88.02,3
1208,362400,0.8,1171.4,213400,3.26,22.86,78.44,5
1209,362700,0.98,1172.24,267600,2.76,22.84,78.34,5
1210,363000,0.66,1152.78,431800,2,22.84,76.46,4
1211,363300,0.48,1123.84,310600,1.68,22.9,79.56,4
1212,363600,0.78,1181.22,238000,0.64,22.28,80.18,3
1213,363900,1.3,1186.14,187800,2.04,21.64,80.12,3
1214,364200,2.08,1190.24,248400,10.88,20.66,72.82,3
1215,364500,3.09,1167.99,753000,7.92,18.5,76.42,3
1216,364800,3.3,1168.64,649400,8.1,17.18,74.22,3
1217,365100,2.68,1180.8,856800,9.48,16.02,68.98,3
1218,365400,2.65,1182.31,735400,7.7,14.66,64.64,3
1219,365700,2.82,1185.74,567400,6.96,14.18,63.48,3
1220,366000,3.26,1185.14,475600,5.94,15.92,63.32,4
1221,366300,3.81,1187.81,380600,5.22,16.92,57.36,5
1222,366600,3.56,1186,426400,6.18,17.56,53.06,5
1223,366900,3.46,1180.7,354600,6.48,16.42,54.12,5
1224,367200,3.14,1182.72,329800,8.34,16.66,72.2,5
1225,367500,3.12,1174.94,313200,9.14,16.94,67.84,5
1226,367800,3.44,1173.78,267000,8.04,16.96,69.94,3
1227,368100,3.26,1169.3,288800,7.56,17.1,75.84,3
1228,368400,3.13,1161.82,341900,8.36,16.84,65.64,3
1229,368700,2.9,1159.02,242800,7.58,16.48,59.88,3
1230,369000,3.04,1152.96,269800,7.54,15.84,66.02,4
1231,369300,3.16,1148.42,316000,7.58,15.26,69.42,3
1232,369600,3.12,1146.72,267600,8.3,15.26,73.6,3
1233,369900,2.61,1042.09,325800,8.72,14.6,77.98,5
1234,370200,3.59,1134.28,475300,7.68,13.94,74.86,5
1235,370500,3.52,1125.48,256200,8.34,14.32,82.36,5
1236,370800,2.36,1117.82,217200,9.4,15.02,86.56,5
1237,371100,2.46,1122.8,223400,10.58,15.78,87.04,5
1238,371400,2.06,1128.1,221200,11.42,15.94,88.58,5
1239,371700,2.06,1119.3,335800,11.82,15.86,92.92,3
1240,372000,1.988571429,1140.488571,191942.8571,13.36,15.8,98.28,3
1241,372300,2.171428571,1123.171429,189857.1429,12.99,15.43,100.22,3
1242,372600,1.64,1106.88,177800,14.84,15.66,106.94,3
1243,372900,1.7,1100.74,197200,14.56,15.64,106.76,4
1244,373200,1.7,1097.44,197000,14.12,15.76,102.3,4
1245,373500,1.26,1094.27,146800,14.32,15.9,104.7,4
1246,373800,1.36,1091.22,139400,14.4,15.84,101.68,3
1247,374100,1.28,1081.58,174200,14.56,15.94,104,3
1248,374400,1.34,1089.28,171800,14.48,16.06,96.38,4
1249,374700,1.2,1092.9,176000,14.68,16.2,93.54,3
1250,375000,1.32,1086.82,168400,14.78,16.26,90.2,3
1251,375300,1.288349515,1069.641553,155088.932,14.62712871,16.14415842,97.03782178,4
1252,375600,1.241747573,1069.007767,151444.6602,14.55940594,16.13465347,94.94851485,3
1253,375900,1.193203883,1068.347573,147648.5437,14.61881188,16.16930693,93.5970297,4
1254,376200,1.144660194,1067.687379,143852.4272,14.67821782,16.2039604,92.24554455,5
1255,376500,1.096116505,1067.027184,140056.3107,14.73762376,16.23861386,90.89405941,4
1256,376800,1.047572816,1066.36699,136260.1942,14.7970297,16.27326733,89.54257426,3
1257,377100,0.999029126,1065.706796,132464.0777,14.85643564,16.30792079,88.19108911,3
1258,377400,0.950485437,1065.046602,128667.9612,14.91584158,16.34257426,86.83960396,3
1259,377700,0.901941748,1064.386408,124871.8447,14.97524752,16.37722772,85.48811881,4
1260,378000,0.853398058,1063.726214,121075.7282,15.03465347,16.41188119,84.13663366,4
1261,378300,0.804854369,1063.066019,117279.6117,15.09405941,16.44653465,82.78514851,4
1262,378600,0.75631068,1062.405825,113483.4951,15.15346535,16.48118812,81.43366337,3
1263,378900,0.70776699,1061.745631,109687.3786,15.21287129,16.51584158,80.08217822,3
1264,379200,0.659223301,1061.085437,105891.2621,15.27227723,16.55049505,78.73069307,3
1265,379500,0.610679612,1060.425243,102095.1456,15.33168317,16.58514851,77.37920792,3
1266,379800,0.562135922,1059.765049,98299.02913,15.39108911,16.61980198,76.02772277,3
1267,380100,0.513592233,1059.104854,94502.91262,15.45049505,16.65445545,74.67623762,4
1268,380400,0.465048544,1058.44466,90706.79612,15.50990099,16.68910891,73.32475248,5
1269,380700,0.416504854,1057.784466,86910.67961,15.56930693,16.72376238,71.97326733,5
1270,381000,0.367961165,1057.124272,83114.56311,15.62871287,16.75841584,70.62178218,5
1271,381300,0.319417476,1056.464078,79318.4466,15.72574257,16.83168317,69.42435644,5
1272,381600,0.28,1053.16,92220,15.8,17,70.86,5
1273,381900,0.38,1050.2,98440,15.9,17,70.48,5
1274,382200,0.4,1040.67,88540,16.2,17,69.7,5
1275,382500,0.36,1039.02,85860,16.16,17.08,68.06,3
1276,382800,0.36,1049.78,90520,16.04,17.2,66.84,3
1277,383100,0.7,1043,84680,16.1,17.2,65.88,3
1278,383400,1.38,1045.6,84600,16.32,17.24,54.88,3
1279,383700,1.2,1033.48,78420,16.98,17.24,38.6,3
1280,384000,1.26,1028.32,79420,16.9,17.14,63.34,4
1281,384300,1.79,1020.09,77680,16.76,17.02,54,4
1282,384600,2.93,1016.85,111500,16.04,16.4,75.7,5
1283,384900,6.86,1014.74,144200,14.96,15.04,108.18,5
1284,385200,8.38,1015.86,156600,13.96,14.12,240.62,5
1285,385500,9.02,1016,156400,13.3,13.64,261.8,5
1286,385800,8,1012.4,156600,13.48,13.76,267.04,5
1287,386100,9.36,1006.71,153000,12.72,13.1,283.78,3
1288,386400,7.88,1005.54,144200,12.16,13.56,278.36,3
1289,386700,8.72,1000.16,148200,11.96,13.16,264.82,4
1290,387000,8.56,998.96,144400,10.84,12.28,275.14,3
1291,387300,11.12,999.4,153600,8.3,10.34,280.92,4
1292,387600,9.58,997.38,139600,8.98,11.36,270.84,4
1293,387900,7.74,1004.96,138800,9.52,11.84,281.76,3
1294,388200,6.43,1004.92,158760,8.96,11.68,280.74,3
1295,388500,8.02,1000.1,121000,6.56,9.98,283.12,2
1296,388800,11.24,999.66,143200,5.64,8.32,92.68,4
1297,389100,7.28,1006.58,125480,8.48,10.52,36.32,3
1298,389400,4.16,1001.22,116260,8.92,11.32,36.82,5
1299,389700,5.06,1007.08,111200,8.9,11.26,35.08,5
1300,390000,6.88,999.4,118360,8.34,10.98,46.46,9
1301,390300,3.86,1001.23,101150,7.22,12.02,59.22,8
1302,390600,3.02,999.68,89820,7.86,12.58,55.88,5
1303,390900,4.52,992.24,91020,7.98,12.7,59.46,5
1304,391200,6.72,989.48,89960,8.92,12.56,54.88,5
1305,391500,8.88,989.74,99480,9.74,12.18,42.44,5
1306,391800,8.1,985.38,124720,10.32,11.78,39.1,5
1307,392100,7.84,983.27,108210,10.7,11.98,18.7,3
1308,392400,5.983333333,977.4333333,84083.33333,11.73333333,12.58,282.9866667,4
1309,392700,4.941666667,973.7666667,70291.66667,11.51111111,12.53333333,338.9555556,3
1310,393000,4.025,969.14,58595,11.17555556,12.50666667,315.6577778,4
1311,393300,4.1,964.94,53940,11.04,12.32,313.68,3
1312,393600,3.9,966.32,52320,11.34,12.22,323.84,3
1313,393900,3.56,966.5,54660,11.24,12.08,327.22,5
1314,394200,4.58,966.87,49950,10.98,11.88,312.26,5
1315,394500,4.64,963.08,55600,10.98,11.66,312.1,5
1316,394800,5.52,958.4,54700,10.9,11.6,313.06,8
1317,395100,5.34,954.1,61760,10.68,11.5,313.48,5
1318,395400,6.94,955.22,62190,10.14,11.14,327.34,3
1319,395700,6.78,953.2,72760,10.1,11.08,325.18,3
1320,396000,6.73,950.81,72190,9.92,10.94,336.14,4
1321,396300,6.6,939.64,70560,8.16,10.82,74.36,3
1322,396600,6.38,940.9,68560,7.72,10.92,6.74,3
1323,396900,5.88,940.12,68880,7.72,11.02,10.18,3
1324,397200,5.3,940.28,67740,7.98,11.1,79.7,5
1325,397500,4.26,937.86,68440,7.16,11.24,354.4,5
1326,397800,5.02,933.14,61560,7.48,11.06,349.02,7
1327,398100,6.37,931.73,67440,7.02,10.86,343.74,3
1328,398400,6.48,929.24,61480,6.6,10.68,344.22,3
1329,398700,6.2,927.66,58720,7.28,10.68,349.32,3
1330,399000,6.66,927.62,58960,6.86,10.62,348.68,3
1331,399300,6.7,925.94,53760,7.72,10.6,351.62,3
