,Unnamed: 0,cumulative_secs,proton_density,speed,ion_temp,bz,bt,phi_angle,kp_index,midi_spec_band_grain_id,midi_rms_grain_id,midi_mfcc_grain_id,dp_spec_band_grain_id,dp_rms_grain_id,dp_mfcc_grain_id,bz_scaled,speed_scaled
372,372,111600,5.58,624.62,80080.0,3.86,18.2,309.48,7,1414.0,699.0,1817.0,509.0,1458.0,1659.0,2666.572157641055,1.3637239455277128
373,373,111900,5.68,618.5,86840.0,5.26,17.94,310.36,8,742.0,1225.0,1220.0,1186.0,1610.0,917.0,2765.806634533598,1.3575822653968508
374,374,112200,7.0,614.02,85020.0,4.38,17.98,312.62,4,1429.0,1019.0,1283.0,211.0,429.0,1756.0,2703.430677629714,1.353086394974259
375,375,112500,7.46,612.01,77360.0,4.36,17.62,312.28,2,1906.0,584.0,1388.0,572.0,1424.0,353.0,2702.0130422455345,1.351069274539123
376,376,112800,7.38,612.84,85040.0,3.64,17.64,308.96,5,1130.0,1663.0,1506.0,1525.0,587.0,1591.0,2650.978168415084,1.3519022148183086
377,377,113100,5.715,617.71,92120.0,4.351724138,17.82758621,308.4034483,7,1201.0,258.0,1614.0,214.0,1470.0,1576.0,2701.4264345052457,1.356789466817867
378,378,113400,5.74,617.06,91153.33333,4.231034483,17.64655172,308.412069,7,1862.0,438.0,765.0,145.0,1677.0,474.0,2692.8717382336263,1.3561371641895892
379,379,113700,5.765,616.41,90186.66667,4.110344828,17.46551724,308.4206897,8,1297.0,533.0,810.0,331.0,1294.0,1780.0,2684.317041962008,1.3554848615613113
380,380,114000,5.79,615.76,89220.0,3.989655172,17.28448276,308.4293103,2,1753.0,1604.0,1502.0,1912.0,1192.0,587.0,2675.762345619507,1.3548325589330337
381,381,114300,5.815,615.11,88253.33333,3.868965517,17.10344828,308.437931,7,780.0,1563.0,1911.0,1072.0,131.0,686.0,2667.207649347888,1.3541802563047558
382,382,114600,5.84,614.46,87286.66667,3.748275862,16.92241379,308.4465517,8,1897.0,265.0,1170.0,614.0,1002.0,1526.0,2658.6529530762687,1.353527953676478
383,383,114900,5.865,613.81,86320.0,3.627586207,16.74137931,308.4551724,4,180.0,1826.0,204.0,1593.0,602.0,226.0,2650.0982568046497,1.3528756510482
384,384,115200,5.89,613.16,85353.33333,3.506896552,16.56034483,308.4637931,4,756.0,1324.0,655.0,294.0,496.0,1080.0,2641.5435605330313,1.3522233484199222
385,385,115500,5.915,612.51,84386.66667,3.386206897,16.37931034,308.4724138,2,109.0,531.0,1605.0,895.0,1623.0,1561.0,2632.9888642614123,1.3515710457916446
386,386,115800,5.94,611.86,83420.0,3.265517241,16.19827586,308.4810345,2,1767.0,1217.0,1705.0,343.0,513.0,1057.0,2624.4341679189115,1.3509187431633667
387,387,116100,5.965,611.21,82453.33333,3.144827586,16.01724138,308.4896552,3,1781.0,822.0,1853.0,953.0,1765.0,1449.0,2615.879471647292,1.3502664405350888
388,388,116400,5.99,610.56,81486.66667,3.268965517,15.90344828,308.577931,5,1017.0,1536.0,1877.0,382.0,623.0,646.0,2624.678587822512,1.349614137906811
389,389,116700,6.26,606.86,79340.0,3.36,15.92,309.98,8,715.0,777.0,244.0,557.0,1210.0,1399.0,2631.131273036575,1.3459010306381527
390,390,117000,5.13,616.99,75280.0,1.5,16.16,300.22,5,935.0,681.0,1131.0,1034.0,821.0,1580.0,2499.2911823079107,1.3560669162142363
391,391,117300,5.89,619.95,81840.0,0.98,15.3,299.0,4,246.0,975.0,1733.0,951.0,269.0,1235.0,2462.4326623192514,1.359037402029163
392,392,117600,4.66,588.48,154100.0,4.5,14.34,264.74,3,360.0,1154.0,697.0,123.0,1403.0,1895.0,2711.9364899347893,1.327455919395466
393,393,117900,3.74,652.2,520800.0,7.58,14.88,10.18,4,884.0,1788.0,1226.0,1665.0,1321.0,1897.0,2930.2523390983843,1.3914016478167932
394,394,118200,2.92,668.92,578600.0,7.2,14.94,88.46,5,560.0,1111.0,392.0,23.0,1323.0,542.0,2903.3172667989797,1.408180878501109
395,395,118500,2.3,676.48,550400.0,8.0,15.6,21.02,4,475.0,1935.0,75.0,1470.0,1235.0,1774.0,2960.0226821661468,1.4157676598392324
396,396,118800,2.02,686.82,474000.0,8.04,15.68,24.34,4,409.0,417.0,1587.0,1407.0,461.0,552.0,2962.8579529345056,1.4261442893413752
397,397,119100,1.9,688.6,425000.0,8.22,15.36,31.08,4,1576.0,1996.0,1331.0,929.0,1260.0,338.0,2975.616671392118,1.4279305950003511
398,398,119400,1.76,686.44,353000.0,8.0,15.26,20.26,4,94.0,1580.0,207.0,1679.0,1565.0,1773.0,2960.0226821661468,1.4257629431894587
399,399,119700,1.82,703.26,486600.0,8.18,14.6,28.48,2,944.0,1685.0,669.0,1906.0,1650.0,232.0,2972.7814006237595,1.4426425281242787
400,400,120000,1.6,713.02,531200.0,7.32,14.68,25.72,5,1482.0,1301.0,864.0,843.0,940.0,1182.0,2911.8230791040546,1.4524371029734964
401,401,120300,1.34,697.33,371100.0,6.4,14.4,23.2,5,1699.0,762.0,55.0,706.0,1768.0,1285.0,2846.611851431812,1.436691521069375
402,402,120600,1.16,693.54,421000.0,6.16,14.34,22.48,8,1186.0,1855.0,1117.0,1562.0,1663.0,794.0,2829.600226821662,1.4328880949752627
403,403,120900,1.08,695.9,361800.0,6.48,14.24,15.16,4,452.0,1670.0,1454.0,1758.0,1293.0,881.0,2852.2823929685287,1.4352564552871636
404,404,121200,1.1,715.24,557400.0,6.48,13.82,80.28,2,808.0,1480.0,1595.0,1153.0,1721.0,804.0,2852.2823929685287,1.4546649673346914
405,405,121500,0.88,714.36,434400.0,5.26,13.52,281.12,2,1755.0,1307.0,1627.0,1524.0,525.0,1233.0,2765.806634533598,1.4537818499302537
406,406,121800,0.86,817.74,1042400.0,9.06,13.56,86.8,5,170.0,778.0,1467.0,738.0,1105.0,707.0,3035.1573575276443,1.5575280741015785
407,407,122100,1.08,722.84,466600.0,3.84,13.14,344.06,4,449.0,745.0,1074.0,418.0,1805.0,374.0,2665.1545222568757,1.4622918903730167
408,408,122400,1.42,785.96,864000.0,1.58,13.28,332.56,2,286.0,1905.0,1647.0,1586.0,1356.0,1336.0,2504.961723844627,1.5256354932913183
409,409,122700,0.69,768.43,695400.0,0.16,9.84,103.78,4,990.0,1449.0,1002.0,1797.0,441.0,902.0,2404.3096115679045,1.508043393177918
410,410,123000,1.16,798.08,1028600.0,3.68,10.62,49.38,4,1193.0,702.0,621.0,1182.0,1497.0,1899.0,2653.8134391834424,1.537798428452437
411,411,123300,1.91,868.74,1033000.0,3.38,10.56,62.96,4,404.0,1809.0,478.0,1154.0,1290.0,1874.0,2632.5489084207543,1.6087087418587613
412,412,123600,1.7,827.6,1022600.0,2.48,11.28,53.3,7,703.0,269.0,878.0,1194.0,869.0,341.0,2568.7553161326905,1.5674230032013008
413,413,123900,1.56,808.54,1156000.0,3.62,11.48,50.34,7,589.0,458.0,673.0,1286.0,121.0,47.0,2649.5605330309045,1.5482954830551847
414,414,124200,1.72,818.01,1094000.0,3.44,11.78,61.28,5,473.0,1981.0,356.0,1415.0,482.0,1227.0,2636.8018145732917,1.55779903057794
415,415,124500,1.58,810.34,1039000.0,3.42,11.96,53.36,5,1526.0,1936.0,51.0,1007.0,1408.0,70.0,2635.384179189113,1.550101859564262
416,416,124800,1.58,805.22,1020600.0,2.82,12.14,54.16,8,1149.0,889.0,1495.0,96.0,312.0,797.0,2592.855117663737,1.5449637219384427
417,417,125100,1.5,795.32,1074800.0,3.2,12.1,53.9,4,1543.0,1544.0,39.0,41.0,221.0,189.0,2619.790189963142,1.5350286511385192
418,418,125400,1.62,783.64,1046800.0,1.88,11.74,48.14,4,1821.0,1767.0,1018.0,1749.0,1416.0,914.0,2526.2262546073157,1.523307274679619
419,419,125700,1.58,776.98,1080000.0,1.32,11.16,43.2,4,295.0,637.0,1402.0,1692.0,1524.0,1055.0,2486.532463850298,1.516623681596034
420,420,126000,1.46,778.8,1220000.0,0.62,10.56,47.36,4,2009.0,1196.0,364.0,1375.0,347.0,1901.0,2436.915225404026,1.518450128955212
421,421,126300,1.4,774.26,1349000.0,1.16,11.12,43.16,2,1194.0,747.0,216.0,2015.0,1815.0,93.0,2475.191380776864,1.5138940459823176
422,422,126600,1.32,784.8,1290000.0,2.06,11.2,38.16,4,870.0,1309.0,477.0,1684.0,1764.0,1311.0,2538.9849730649275,1.5244713839854684
423,423,126900,1.44,773.56,1318000.0,2.02,10.6,43.52,7,539.0,1878.0,492.0,1360.0,349.0,807.0,2536.1497022965696,1.5131915662287876
424,424,127200,1.46,767.84,1208000.0,2.52,11.08,33.2,7,1734.0,1319.0,479.0,812.0,440.0,1329.0,2571.59058690105,1.5074513030999428
425,425,127500,1.62,770.24,1154000.0,1.88,11.36,34.44,5,897.0,263.0,1134.0,1785.0,605.0,190.0,2526.2262546073157,1.5098598051120455
426,426,127800,1.6,766.92,1120000.0,1.8,11.2,41.4,5,1895.0,538.0,504.0,257.0,1750.0,1902.0,2520.555713070598,1.5065280439953033
427,427,128100,1.42,777.58,1117000.0,2.0,10.88,49.84,8,1892.0,1101.0,505.0,1675.0,1049.0,1017.0,2534.73206691239,1.5172258070990599
428,428,128400,1.5,788.73,1036400.0,1.54,11.18,59.0,4,1210.0,976.0,235.0,1652.0,1226.0,405.0,2502.1264530762687,1.5284153060302867
429,429,128700,1.72,812.86,959000.0,2.12,11.34,65.66,4,174.0,1087.0,649.0,1882.0,640.0,383.0,2543.2378792174654,1.5526307866769697
430,430,129000,1.58,824.28,697200.0,2.56,11.96,74.08,4,2001.0,1164.0,932.0,475.0,1243.0,90.0,2574.425857669408,1.5640912420845585
431,431,129300,1.44,823.88,732000.0,3.2,11.92,75.8,4,1090.0,1569.0,1030.0,769.0,1315.0,1910.0,2619.790189963142,1.5636898250825415
432,432,129600,1.56,819.28,738600.0,2.78,11.9,74.0,8,549.0,1034.0,1527.0,1127.0,473.0,1466.0,2590.019846895379,1.5590735295593445
433,433,129900,1.58,828.6,730800.0,2.2,11.66,76.66,5,637.0,1709.0,872.0,105.0,260.0,1810.0,2548.9084207541823,1.5684265457063433
434,434,130200,1.49,837.73,684000.0,2.64,11.7,90.04,8,877.0,1414.0,444.0,1475.0,1167.0,28.0,2580.0963992061243,1.5775888887773841
435,435,130500,1.6,824.02,732600.0,1.7,11.28,77.42,2,817.0,793.0,352.0,583.0,1697.0,95.0,2513.467536149703,1.5638303210332474
436,436,130800,1.62,816.02,769000.0,1.16,11.24,81.18,1,1837.0,603.0,336.0,1491.0,648.0,1263.0,2475.191380776864,1.555801980992905
437,437,131100,1.46,824.82,684400.0,0.64,11.42,88.6,1,1798.0,1223.0,989.0,1332.0,1088.0,1898.0,2438.3328607882054,1.5646331550372818
438,438,131400,1.66,838.2,707800.0,0.52,11.32,84.32,5,1904.0,858.0,372.0,1036.0,1248.0,1845.0,2429.8270484831305,1.5780605537547543
439,439,131700,1.4,826.2,737600.0,0.76,11.36,88.4,7,1355.0,1060.0,1455.0,1149.0,868.0,177.0,2446.8386730932802,1.5660180436942408
440,440,132000,1.74,815.58,742400.0,1.5,11.22,81.66,5,1564.0,176.0,557.0,267.0,1527.0,458.0,2499.2911823079107,1.5553604222906863
441,441,132300,0.72,459.18,309960.0,2.06,10.82,84.74,8,749.0,826.0,83.0,1908.0,1144.0,852.0,2538.9849730649275,1.1976978734934318
442,442,132600,0.9,281.34,78600.0,-0.54,10.88,102.58,5,340.0,1376.0,133.0,366.0,1486.0,56.0,2354.6923731216334,1.01922787439662
443,443,132900,1.2,281.96,124880.0,-0.7,10.58,93.84,5,1961.0,897.0,918.0,1523.0,1488.0,865.0,2343.3512900481996,1.0198500707497467
444,444,133200,1.66,281.16,70880.0,-1.94,10.54,96.88,4,1506.0,1979.0,604.0,1300.0,1230.0,1438.0,2255.45789622909,1.0190472367457124
445,445,133500,2.04,272.8,60520.0,-2.14,10.4,102.46,2,1206.0,495.0,1890.0,1704.0,1851.0,1490.0,2241.281542387298,1.0106576214035545
446,446,133800,2.6,270.48,65200.0,-1.62,10.04,92.88,1,1795.0,184.0,329.0,1290.0,1211.0,1937.0,2278.140062375957,1.0083294027918552
447,447,134100,3.253333333,278.8133333,93060.0,-4.14,9.04,110.84,1,888.0,829.0,1747.0,672.0,804.0,952.0,2099.518003969379,1.0166922569670938
448,448,134400,2.206666667,279.8066667,95760.0,-5.0,10.68,187.86,1,210.0,992.0,422.0,210.0,84.0,1040.0,2038.559682449674,1.0176891092556726
449,449,134700,3.5,282.14,97320.0,-1.04,11.06,195.3,1,1843.0,732.0,1955.0,356.0,1694.0,1709.0,2319.2514885171536,1.0200307084006544
450,450,135000,2.94,276.1,80180.0,0.74,10.96,173.6,3,695.0,452.0,977.0,323.0,1481.0,439.0,2445.4210377091017,1.0139693116701958
451,451,135300,3.18,281.54,93200.0,-1.22,10.4,185.08,7,815.0,656.0,1920.0,1150.0,829.0,260.0,2306.492770059541,1.0194285828976286
452,452,135600,4.28,276.36,71500.0,-0.38,9.98,92.04,4,722.0,1130.0,289.0,1551.0,161.0,1231.0,2366.0334561950667,1.014230232721507
453,453,135900,4.68,282.72,110500.0,0.3,10.48,69.52,2,1725.0,907.0,517.0,1909.0,274.0,846.0,2414.233059257159,1.020612763053579
454,454,136200,4.08,280.8,110980.0,-4.2,10.84,149.2,2,530.0,57.0,1168.0,1680.0,242.0,896.0,2095.2650978168417,1.018685961443897
455,455,136500,4.66,273.84,102380.0,-3.78,10.76,138.5,1,254.0,913.0,1625.0,899.0,593.0,1289.0,2125.0354408846047,1.0117013056087991
456,456,136800,6.44,277.56,88780.0,-4.94,10.7,132.14,1,122.0,863.0,727.0,395.0,1894.0,1213.0,2042.8125886022115,1.0154344837275582
457,457,137100,6.32,285.2,109860.0,-4.18,10.62,133.46,4,883.0,860.0,1980.0,664.0,386.0,1828.0,2096.6827332010207,1.0231015484660853
458,458,137400,8.72,283.3,93080.0,-4.28,10.64,145.92,5,1365.0,491.0,1266.0,587.0,168.0,1110.0,2089.594556280125,1.021194817706504
459,459,137700,9.52,278.56,89520.0,-4.18,10.1,148.22,9,1424.0,7.0,1933.0,370.0,277.0,477.0,2096.6827332010207,1.0164380262326012
460,460,138000,8.52,277.2,119500.0,-5.06,8.98,109.82,7,996.0,909.0,1743.0,495.0,1934.0,998.0,2034.3067762971364,1.0150732084257428
461,461,138300,8.17,269.02,53960.0,-5.46,9.7,147.88,9,124.0,982.0,52.0,367.0,165.0,735.0,2005.9540686135526,1.0068642307344928
462,462,138600,10.54,280.9,83240.0,-4.88,8.74,95.38,9,755.0,139.0,146.0,1503.0,60.0,1444.0,2047.0654947547494,1.0187863156944013
463,463,138900,15.82,281.6,83340.0,-3.52,8.5,103.14,8,911.0,1134.0,167.0,1210.0,67.0,193.0,2143.464700878934,1.0194887954479313
464,464,139200,14.88,282.38,84100.0,-4.92,7.96,114.5,8,1722.0,100.0,252.0,186.0,654.0,1600.0,2044.2302239863907,1.0202715586018645
465,465,139500,13.96,278.74,91900.0,-5.54,8.32,58.08,1,314.0,558.0,1858.0,410.0,655.0,980.0,2000.283527076836,1.0166186638835089
466,466,139800,18.04,280.82,88140.0,-2.82,9.3,76.8,5,635.0,1000.0,129.0,750.0,902.0,74.0,2193.081939325206,1.0187060322939978
467,467,140100,17.23,280.24,88640.0,-4.26,9.2,71.26,5,1020.0,993.0,1286.0,167.0,71.0,1127.0,2091.0121916643043,1.018123977641073
468,468,140400,16.38,279.66,81960.0,-1.44,9.1,79.42,4,1910.0,1718.0,1565.0,517.0,577.0,1344.0,2290.89878083357,1.0175419229881482
469,469,140700,19.54,284.32,87900.0,-1.54,9.14,88.74,4,1082.0,696.0,696.0,149.0,699.0,1631.0,2283.8106039126737,1.0222184310616476
470,470,141000,17.26,278.2,71420.0,-1.5,9.14,67.14,2,613.0,1201.0,752.0,519.0,966.0,702.0,2286.645874681032,1.0160767509307858
471,471,141300,21.22,281.18,92080.0,1.8,9.12,59.38,2,433.0,252.0,1752.0,1864.0,1747.0,455.0,2520.555713070598,1.0190673075958132
472,472,141600,14.78,276.54,81040.0,2.52,9.26,62.38,2,1562.0,1762.0,787.0,580.0,858.0,310.0,2571.59058690105,1.0144108703724146
473,473,141900,14.54,281.32,89280.0,-0.82,8.02,41.28,1,811.0,619.0,978.0,109.0,1281.0,764.0,2334.845477743125,1.0192078035465193
474,474,142200,19.98,280.77,90630.0,-2.86,8.74,154.94,1,1337.0,1972.0,732.0,699.0,1107.0,148.0,2190.2466685568475,1.0186558551687457
475,475,142500,19.96,277.56,78520.0,0.54,9.36,343.26,3,426.0,1017.0,1710.0,279.0,1584.0,569.0,2431.2446838673095,1.0154344837275582
476,476,142800,23.14,284.2,93740.0,-4.3,8.96,346.34,4,1866.0,1024.0,312.0,247.0,684.0,302.0,2088.1769208959454,1.0220980059610425
477,477,143100,17.68,271.18,69500.0,-4.02,9.26,324.2,5,157.0,1004.0,65.0,258.0,385.0,259.0,2108.0238162744545,1.0090318825453852
478,478,143400,21.73,284.78,86870.0,-0.68,9.34,278.54,5,1345.0,1421.0,641.0,1940.0,1639.0,1776.0,2344.768925432379,1.0226800606139672
479,479,143700,18.05,269.88,63390.0,-0.94,9.26,338.36,7,97.0,102.0,1127.0,453.0,276.0,462.0,2326.33966543805,1.0077272772888295
480,480,144000,26.152,281.776,85060.0,-4.1,8.92,336.86,5,462.0,1006.0,1671.0,942.0,321.0,540.0,2102.3532747377376,1.0196654189288188
481,481,144300,22.988,279.084,80280.0,-1.5,9.0,213.32,5,791.0,1303.0,1150.0,720.0,1605.0,678.0,2286.645874681032,1.0169638825052436
482,482,144600,26.9,283.46,97640.0,-3.78,8.86,283.5,7,851.0,689.0,1887.0,595.0,682.0,1940.0,2125.0354408846047,1.0213553845073107
483,483,144900,26.42,282.38,87500.0,-3.34,8.84,30.24,5,401.0,1383.0,1700.0,1831.0,244.0,651.0,2156.2234193365466,1.0202715586018645
484,484,145200,28.1,281.76,88320.0,-5.16,8.78,56.64,1,1396.0,958.0,1806.0,244.0,163.0,428.0,2027.2185993762405,1.019649362248738
485,485,145500,26.34,282.76,89300.0,-5.86,8.74,40.24,9,602.0,212.0,1975.0,1405.0,816.0,1036.0,1977.601360929969,1.020652904753781
486,486,145800,21.14,272.92,59860.0,-4.98,8.5,76.86,5,1508.0,260.0,1715.0,523.0,290.0,472.0,2039.9773178338532,1.0107780465041596
487,487,146100,29.56,281.6,82720.0,0.74,8.42,33.8,5,1296.0,1549.0,14.0,815.0,268.0,88.0,2445.4210377091017,1.0194887954479313
488,488,146400,29.14,281.44,85500.0,1.44,9.14,29.04,5,2012.0,1941.0,248.0,637.0,932.0,1661.0,2495.038276155373,1.0193282286471244
489,489,146700,26.54,277.12,73360.0,1.12,9.22,15.36,8,484.0,1802.0,1205.0,798.0,892.0,1757.0,2472.3561100085058,1.0149929250253396
490,490,147000,28.08,279.58,88880.0,1.48,9.4,349.7,1,1140.0,1482.0,1707.0,285.0,209.0,1402.0,2497.8735469237313,1.0174616395877447
491,491,147300,30.86,280.68,83460.0,1.5,9.56,342.28,4,1541.0,1294.0,42.0,1732.0,737.0,1961.0,2499.2911823079107,1.0185655363432917
492,492,147600,31.54,280.36,95280.0,2.12,9.46,344.66,7,1430.0,1514.0,1778.0,1781.0,141.0,1871.0,2543.2378792174654,1.0182444027416782
493,493,147900,22.0,274.0,68120.0,2.26,9.44,344.1,5,510.0,1478.0,1415.0,685.0,1540.0,979.0,2553.1613269067193,1.011861872409606
494,494,148200,18.48,266.44,49120.0,-0.4,9.2,346.72,9,1001.0,1333.0,1412.0,716.0,337.0,16.0,2364.6158208108877,1.0042750910714824
495,495,148500,31.44,281.38,82620.0,0.28,9.18,217.08,4,253.0,970.0,1962.0,197.0,1463.0,1836.0,2412.8154238729803,1.0192680160968217
496,496,148800,32.14,280.34,94320.0,0.96,9.16,78.98,4,1292.0,1447.0,1333.0,776.0,1717.0,1219.0,2461.0150269350725,1.0182243318915771
497,497,149100,29.02,285.78,98680.0,0.64,9.08,80.02,1,1325.0,411.0,106.0,1957.0,1776.0,793.0,2438.3328607882054,1.02368360311901
498,498,149400,21.64,273.28,71520.0,1.02,9.12,209.34,1,647.0,1242.0,1024.0,763.0,478.0,1830.0,2465.26793308761,1.011139321805975
499,499,149700,31.68,281.9,87480.0,-3.28,9.06,35.06,3,2014.0,1490.0,2013.0,650.0,338.0,238.0,2160.4763254890845,1.019789858199444
500,500,150000,32.56,281.24,83260.0,-2.8,9.22,41.54,4,950.0,984.0,1436.0,1115.0,1757.0,1664.0,2194.499574709385,1.0191275201461159
501,501,150300,32.84,281.66,83480.0,-1.94,9.4,35.02,3,1907.0,1716.0,460.0,221.0,379.0,1193.0,2255.45789622909,1.019549007998234
502,502,150600,29.94,283.28,96120.0,-1.52,9.2,21.0,2,1208.0,1337.0,1538.0,840.0,484.0,1439.0,2285.2282392968527,1.021174746856403
503,503,150900,30.04,283.12,86200.0,-1.52,9.08,39.14,1,1548.0,436.0,1381.0,811.0,1436.0,825.0,2285.2282392968527,1.0210141800555963
504,504,151200,28.92,282.3,88840.0,-1.22,9.08,33.84,3,66.0,1109.0,1837.0,253.0,56.0,1597.0,2306.492770059541,1.0201912752014612
505,505,151500,32.06,282.04,86280.0,-1.52,9.28,38.36,5,280.0,647.0,1272.0,223.0,550.0,1700.0,2285.2282392968527,1.01993035415015
506,506,151800,32.34,281.64,87620.0,-2.74,9.4,55.4,4,1068.0,467.0,264.0,765.0,551.0,634.0,2198.7524808619223,1.0195289371481329
507,507,152100,31.66,281.36,86160.0,-3.38,9.6,69.56,7,333.0,685.0,524.0,432.0,449.0,268.0,2153.3881485681886,1.019247945246721
508,508,152400,33.24,281.98,90160.0,1.5,9.24,19.06,5,369.0,1104.0,294.0,1867.0,717.0,967.0,2499.2911823079107,1.0198701415998475
509,509,152700,29.06,277.38,75660.0,1.36,9.24,144.94,4,1348.0,944.0,1164.0,1950.0,1931.0,1422.0,2489.3677346186564,1.0152538460766505
510,510,153000,29.62,285.52,95320.0,-3.1,8.0,58.36,1,1015.0,1374.0,1073.0,1167.0,1149.0,150.0,2173.235043946697,1.023422682067699
511,511,153300,27.74,283.2,95560.0,2.26,8.86,327.96,1,337.0,1437.0,728.0,820.0,1218.0,1835.0,2553.1613269067193,1.0210944634559997
512,512,153600,25.84,276.32,74280.0,-2.34,8.72,168.88,3,1071.0,1153.0,1292.0,227.0,1915.0,1789.0,2227.1051885455063,1.014190091021305
513,513,153900,26.16,278.4533333,77953.33333,1.14,9.86,352.2,4,954.0,86.0,899.0,378.0,375.0,1351.0,2473.773745392685,1.0163309816652784
514,514,154200,27.52,283.7266667,92306.66667,0.92,9.86,350.9,5,1376.0,381.0,1603.0,218.0,1689.0,1926.0,2458.1797561667145,1.0216229958754404
515,515,154500,28.18,276.86,81360.0,0.58,9.94,279.24,5,795.0,920.0,819.0,873.0,862.0,630.0,2434.079954635668,1.0147320039740284
516,516,154800,28.58,278.52,99100.0,-1.76,9.34,20.24,8,1299.0,1890.0,168.0,537.0,615.0,366.0,2268.2166146867025,1.0163978845323993
517,517,155100,32.36,281.92,81860.0,-2.5,9.12,36.6,2,1585.0,298.0,570.0,1855.0,505.0,953.0,2215.764105472073,1.0198099290495448
518,518,155400,34.16,281.82,80220.0,-1.14,9.68,19.14,1,380.0,6.0,1934.0,1574.0,1208.0,1210.0,2312.1633115962577,1.0197095747990406
519,519,155700,34.36,281.64,90880.0,-0.02,9.6,9.9,1,609.0,1129.0,841.0,656.0,1834.0,1303.0,2391.550893110292,1.0195289371481329
520,520,156000,35.37,281.76,90000.0,0.38,9.62,20.38,1,626.0,953.0,66.0,1216.0,1698.0,566.0,2419.903600793876,1.019649362248738
521,521,156300,36.04,282.21,85630.0,-0.54,9.6,23.96,5,1360.0,539.0,508.0,1082.0,1818.0,1669.0,2354.6923731216334,1.0201009563760073
522,522,156600,34.9,281.6,89560.0,0.76,9.74,14.54,5,1126.0,380.0,1953.0,1380.0,910.0,995.0,2446.8386730932802,1.0194887954479313
523,523,156900,32.32,277.48,76920.0,2.86,9.82,9.84,4,326.0,1467.0,1320.0,1225.0,1809.0,1512.0,2595.6903884320955,1.015354200327155
524,524,157200,31.92,285.82,98280.0,4.62,9.92,76.2,4,1111.0,652.0,1258.0,336.0,512.0,1925.0,2720.4423022398637,1.0237237448192118
525,525,157500,32.16,276.84,84540.0,3.84,10.3,9.7,5,750.0,1649.0,1256.0,1086.0,583.0,43.0,2665.1545222568757,1.0147119331239274
526,526,157800,35.46,281.34,82240.0,2.96,10.14,148.54,5,1086.0,773.0,834.0,327.0,1140.0,1111.0,2602.778565352992,1.01922787439662
527,527,158100,27.78,272.86,66260.0,-0.3,10.08,4.14,2,993.0,574.0,1677.0,1658.0,1906.0,813.0,2371.7039977317836,1.0107178339538572
528,528,158400,30.3,276.78,85300.0,-2.38,10.02,282.18,1,434.0,821.0,246.0,1144.0,380.0,422.0,2224.269917777148,1.014651720573625
529,529,158700,32.1,277.5,74680.0,-1.44,10.26,13.24,1,614.0,498.0,279.0,243.0,1223.0,543.0,2290.89878083357,1.0153742711772558
530,530,159000,27.96,272.38,66160.0,-2.48,9.98,9.44,4,1344.0,1752.0,49.0,1763.0,705.0,527.0,2217.181740856252,1.0102361335514365
531,531,159300,38.38,281.52,91760.0,-0.1,9.9,23.08,4,1476.0,548.0,544.0,682.0,1095.0,1206.0,2385.8803515735754,1.0194085120475278
532,532,159600,32.16,279.02,79820.0,-0.84,9.82,29.0,9,959.0,1783.0,1410.0,726.0,658.0,612.0,2333.4278423589453,1.0168996557849208
533,533,159900,39.75,280.75,92640.0,-0.68,9.74,28.56,8,971.0,342.0,1425.0,615.0,1073.0,1767.0,2344.768925432379,1.0186357843186449
534,534,160200,36.82,284.54,91020.0,-1.8,9.62,36.72,8,1861.0,227.0,108.0,723.0,1169.0,1573.0,2265.381343918344,1.022439210412757
535,535,160500,37.82,281.54,96300.0,0.6,9.8,90.54,5,837.0,483.0,605.0,514.0,760.0,1004.0,2435.4975900198474,1.0194285828976286
536,536,160800,36.84,280.7,90940.0,0.84,9.92,5.48,1,240.0,1308.0,379.0,118.0,193.0,1051.0,2452.5092146299976,1.0185856071933928
537,537,161100,35.34,283.88,86740.0,1.04,9.82,14.56,1,902.0,818.0,71.0,217.0,946.0,379.0,2466.6855684717893,1.0217768723594287
538,538,161400,38.52,281.28,83360.0,2.36,9.76,19.38,1,305.0,1896.0,1956.0,113.0,651.0,831.0,2560.2495038276156,1.0191676618463175
539,539,161700,38.86,281.16,88640.0,6.48,9.7,21.48,1,1220.0,313.0,973.0,272.0,1343.0,1345.0,2852.2823929685287,1.0190472367457124
540,540,162000,37.92,282.02,83130.0,8.56,9.6,124.54,1,1419.0,1593.0,1481.0,733.0,1352.0,134.0,2999.7164729231645,1.019910283300049
541,541,162300,31.32,276.82,85160.0,0.1,8.4,87.44,1,972.0,980.0,1409.0,773.0,1616.0,877.0,2400.0567054153676,1.0146918622738266
542,542,162600,38.52,284.54,91080.0,-1.4,10.38,21.52,1,863.0,1525.0,892.0,56.0,806.0,186.0,2293.7340516019285,1.022439210412757
543,543,162900,40.53,282.33,87020.0,1.44,10.42,20.3,1,981.0,328.0,200.0,1426.0,1003.0,202.0,2495.038276155373,1.0202213814766123
544,544,163200,39.26,281.36,80570.0,3.02,10.32,149.36,1,390.0,769.0,1253.0,717.0,647.0,415.0,2607.031471505529,1.019247945246721
545,545,163500,38.16,283.14,88220.0,2.2,9.76,25.08,1,1247.0,285.0,1544.0,1690.0,992.0,1216.0,2548.9084207541823,1.021034250905697
546,546,163800,23.56,270.76,60580.0,-1.52,9.66,48.1,1,309.0,914.0,1109.0,298.0,578.0,412.0,2285.2282392968527,1.0086103946932672
